Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"N05   Sindr nefritica NE";1;-;1;-;3;-;-;1;-;1;1;1;2;2;-;4;4;1;2;7;1;-;4;-;-;2;1;39
"N06   Proteinuria isolada c/lesao morfolog espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"N07   Nefropatia hereditaria NCOP";1;-;-;1;5;-;-;1;-;-;-;2;1;-;-;1;2;1;-;-;1;-;-;-;-;-;-;16
"N10   Nefrite tubulo-intersticial aguda";1;4;5;1;4;1;3;4;1;24;10;7;45;5;-;12;71;16;19;252;25;26;51;5;2;17;6;617
"N11   Nefrite tubulo-intersticial cronica";5;-;2;4;15;-;21;10;7;28;7;1;12;4;-;19;27;7;11;115;31;29;23;6;11;13;5;413
"N12   Nefrite tubulo-intersticial NE aguda cronica";2;1;15;-;16;13;3;11;8;30;24;8;63;12;11;36;225;38;111;452;81;24;80;20;15;70;16;1385
"N13   Uropatia obstrutiva e p/refluxo";2;2;4;-;4;1;3;6;6;9;6;4;28;1;6;22;13;1;23;31;12;5;10;6;2;3;7;217
"N14   Afec tubul tubulo-interst ind drog met pesad";-;-;-;-;1;-;1;1;-;-;2;-;-;-;-;-;2;1;-;7;-;1;2;-;-;1;-;19
"N15   Outr doenc renais tubulo-intersticiais";1;-;1;1;7;-;-;4;3;5;5;3;9;1;-;2;12;2;12;22;7;7;8;-;2;2;1;117
"N17   Insuf renal aguda";95;38;36;13;222;10;20;186;92;226;62;161;164;64;30;323;626;53;620;1028;267;137;252;32;106;173;13;5049
"N18   Insuf renal cronica";56;34;92;21;297;27;57;210;107;372;103;173;244;83;53;565;873;128;949;1815;397;312;642;70;221;206;19;8126
"N19   Insuf renal NE";14;5;25;3;72;9;5;72;33;101;37;106;72;47;13;208;380;23;364;572;122;76;178;35;40;92;5;2709
"N20   Calculose do rim e do ureter";7;2;7;1;11;-;5;5;8;22;13;6;29;5;4;17;38;14;49;128;30;9;32;9;10;34;11;506
"N21   Calculose do trato urinario infer";-;-;-;-;2;-;-;2;-;1;-;1;-;-;-;-;1;1;-;4;-;-;3;3;1;-;-;19
"N23   Colica nefretica NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;1;2;-;-;-;-;-;-;6
"N25   Transt result funcao renal tubular alterada";1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;1;1;1;1;-;-;-;1;1;11
"N26   Rim contraido NE";-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;2;-;2;16;2;8;-;1;-;-;-;35
"N27   Hipoplasia renal de causa desconhecida";-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;1;4;-;-;-;-;-;-;-;9
"N28   Outr transt do rim e do ureter NCOP";3;1;4;-;3;-;1;4;11;3;9;8;33;4;3;29;39;-;38;182;14;9;11;3;1;4;4;421
"N30   Cistite";2;-;2;-;5;-;3;11;1;31;71;10;36;4;3;12;35;15;17;124;28;24;34;4;5;9;-;486
"N31   Disfuncoes neuromusculares da bexiga NCOP";1;-;2;-;1;-;-;1;-;4;2;2;8;5;1;8;10;2;9;27;-;5;10;1;2;2;1;104
"N32   Outr transt da bexiga";-;2;-;-;2;1;-;3;1;7;1;1;6;1;2;5;11;6;17;37;3;3;4;3;-;-;-;116
"N34   Uretrite e sindr uretral";-;-;1;-;-;2;1;-;1;-;-;1;-;-;-;3;1;-;1;2;-;-;7;-;-;-;-;20
"N35   Estenose da uretra";-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;2;5;-;1;15;5;1;2;2;-;1;-;38
"N36   Outr transt da uretra";-;-;-;-;1;-;1;-;-;1;1;-;-;-;-;-;2;1;3;5;1;-;-;-;2;1;1;20
"N39   Outr transt do trato urinario";58;18;159;17;259;12;57;165;102;403;196;367;923;129;236;673;2007;392;3596;6235;849;568;879;186;158;450;78;19172
"N40   Hiperplasia da prostata";4;6;28;-;25;4;6;31;23;58;20;14;51;10;14;51;66;23;79;208;43;23;44;11;10;32;9;893
"N41   Doenc inflam da prostata";3;-;1;1;10;-;2;12;3;14;2;1;-;2;-;3;6;3;4;16;11;5;3;-;1;8;1;112
"N42   Outr afeccoes da prostata";-;-;-;-;4;-;2;4;1;7;-;1;7;5;-;19;12;1;14;11;5;-;6;2;2;-;-;103
"N43   Hidrocele e espermatocele";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"N45   Orquite e epididimite";-;-;-;1;1;-;-;1;-;1;-;-;-;2;-;3;3;1;1;8;2;-;3;1;-;1;-;29
"N48   Outr transt do penis";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;2;4;2;-;-;-;1;-;-;13
"N49   Transt inflam orgaos genitais masc NCOP";3;3;5;3;14;-;5;12;6;16;2;8;16;8;5;22;24;5;32;82;19;7;18;8;3;14;2;342
"N50   Outr transt dos orgaos genitais masc";-;-;-;-;1;-;-;-;-;2;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;-;-;7
"N61   Transt inflam da mama";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;3;1;-;1;-;-;-;1;11
"N62   Hipertrofia da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N63   Nodulo mamario NE";-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;1;2;-;2;1;-;1;1;1;-;-;-;13
"N64   Outr doenc da mama";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;4
"N70   Salpingite e ooforite";-;-;1;-;-;-;1;1;2;1;3;-;4;1;-;2;2;-;3;16;2;1;-;-;-;2;-;42
"N71   Doenc inflam do utero exceto o colo";-;-;-;-;1;-;-;-;-;3;-;-;2;1;-;1;1;2;1;5;1;-;1;-;-;-;-;19
"N72   Doenc inflam do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N73   Outr doenc inflam pelvicas femin";-;1;1;-;5;-;1;3;1;4;-;-;5;4;-;7;9;1;9;24;3;1;1;1;-;1;-;82
"N75   Doenc da gland de Bartholin";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;3;-;-;-;-;-;-;-;6
"N76   Outr afeccoes inflam da vagina e da vulva";1;-;2;-;1;1;-;-;-;5;-;-;-;2;2;6;7;2;7;18;3;1;2;1;1;4;1;67
"N80   Endometriose";1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;10;1;3;-;-;-;-;1;19
"N81   Prolapso genital femin";1;-;-;-;1;-;-;1;1;3;-;-;3;2;-;1;2;-;6;6;1;2;2;-;1;2;-;35
"N82   Fistulas do trato genital femin";-;-;-;-;-;-;-;2;2;-;2;1;-;2;-;1;3;1;1;10;6;2;-;1;-;-;-;34
"N83   Transt nao-infl ovario tromp Falop lig largo";-;-;-;-;3;1;1;1;-;-;1;-;2;1;2;1;3;-;2;14;-;-;1;-;-;3;1;37
"N85   Outr transt nao-inflam utero exc colo utero";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;2;-;4;7;-;1;1;3;-;-;-;22
"N87   Displasia do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N89   Outr transt nao-inflam da vagina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"N92   Menstruacao excessiva frequente e irregular";-;1;-;-;1;-;-;-;1;-;1;-;-;-;-;1;3;1;15;6;1;-;1;-;-;3;-;35
"N93   Outr sangramentos anormais utero e vagina";-;-;-;-;2;-;-;2;-;2;1;-;-;-;-;2;1;-;1;1;1;-;-;-;-;1;-;14
"N94   Dor outr afecc ass org genit fem cicl menstr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"O00   Gravidez ectopica";-;-;2;-;5;1;-;3;1;2;-;-;1;-;2;6;1;1;5;9;4;1;-;-;-;1;1;46
"O01   Mola hidatiforme";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;1;-;-;-;-;1;5
"O02   Outr produtos anormais da concepcao";-;-;3;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;2;2;-;1;2;-;-;-;-;13
"O03   Aborto espontaneo";-;1;1;-;1;-;-;3;1;2;-;-;1;-;-;1;1;-;1;5;-;-;1;1;1;2;1;24
"O04   Aborto p/razoes medicas e legais";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O05   Outr tipos de aborto";-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;8
"O06   Aborto NE";-;-;3;1;1;-;-;-;1;1;-;1;-;-;-;2;3;-;4;5;2;1;-;-;1;1;-;27
"O07   Falha de tentativa de aborto";-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;1;-;7
"O10   Hipertens pre-exist complic grav parto puerp";-;-;3;-;2;2;-;4;-;2;-;-;3;-;1;-;1;-;3;4;-;-;-;1;1;-;-;27
"O11   Dist hipertens pre-exist proteinuria superp";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;-;1;-;8
"O12   Edema e proteinuria gestac s/hipertensao";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O13   Hipertensao gestacional s/proteinuria signif";-;-;1;-;2;1;1;1;1;1;1;-;-;-;-;2;1;1;2;6;-;-;-;-;-;1;-;22
"O14   Hipertensao gestacional c/proteinuria signif";1;1;-;-;7;1;-;4;1;2;1;2;11;1;-;9;12;4;11;20;4;4;3;3;5;4;1;112
"O15   Eclampsia";1;-;9;-;24;-;1;20;3;9;3;5;6;2;4;13;8;1;3;21;4;3;1;2;1;8;-;152
"O16   Hipertensao materna NE";-;-;-;-;1;-;-;1;1;1;-;-;-;1;-;1;2;-;6;3;1;-;-;-;-;-;1;19
"O20   Hemorragia do inicio da gravidez";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"O21   Vomitos excessivos na gravidez";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;1;1;-;-;1;-;-;-;6
"O22   Complic venosas na gravidez";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;4
"O23   Infecc do trato geniturinario na gravidez";1;-;2;-;1;-;-;1;4;1;-;-;2;-;-;-;7;1;2;8;-;2;-;-;1;6;-;39
"O24   Diabetes mellitus na gravidez";-;-;-;-;1;1;-;2;1;-;1;-;-;1;-;-;2;-;1;5;-;-;-;-;-;-;-;15
"O26   Assist materna outr complic lig predom grav";-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;3;-;-;2;3;-;2;-;-;1;2;18
"O29   Complic anestesia admin durante gravidez";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"O33   Assist prest mae desprop conhecida suspeita";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O34   Assist prest mae anor conh susp org pelv mat";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;4
"O36   Assist prest mae outr probl fet conhec susp";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"O41   Outr transt membranas e liquido amniotico";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;1;-;1;2;-;-;1;-;-;1;-;10
"O42   Ruptura prematura de membranas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;-;-;-;4
"O43   Transt da placenta";-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;4;-;-;-;-;-;1;-;8
"O44   Placenta previa";-;-;-;1;1;-;-;-;2;-;-;-;3;-;-;1;3;-;-;4;1;1;-;-;-;2;-;19
"O45   Descolamento prematuro da placenta";1;2;2;-;7;2;1;2;1;4;-;-;1;-;-;4;7;2;5;2;2;-;1;2;-;1;1;50
"O46   Hemorragia anteparto NCOP";-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;-;3;-;-;1;1;-;1;-;11
"O60   Trabalho de parto pre-termo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3
"O62   Anormalidades da contracao uterina";1;1;2;-;5;-;-;5;1;2;-;2;2;-;-;2;3;-;-;7;-;-;2;1;1;2;-;39
"O63   Trabalho de parto prolongado";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"O65   Obstr trab parto dev anorm pelvica da mae";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O67   Trab parto parto compl hemorr intrapart NCOP";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;4;-;-;-;1;-;-;-;9
"O70   Laceracao do perineo durante o parto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"O71   Outr traum obstetricos";-;-;-;-;-;-;-;3;-;1;1;-;-;-;-;1;3;-;3;5;-;-;-;1;-;3;1;22
"O72   Hemorragia pos-parto";1;2;8;2;1;-;-;6;3;2;2;4;7;1;4;8;12;3;14;14;6;3;7;1;5;4;2;122
"O73   Retencao placenta e membranas s/hemorragias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"O74   Complic anestesia durante trab parto e parto";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;3;-;-;-;-;-;-;-;7
"O75   Outr complic do trab parto e do parto NCOP";-;-;2;-;3;-;-;4;-;1;2;-;-;-;-;5;1;-;1;6;1;1;1;-;-;-;-;28
"O85   Infecc puerperal";-;-;4;1;4;-;2;8;3;3;2;2;2;3;2;2;5;5;11;13;2;-;-;1;1;2;-;78
"O86   Outr infecc puerperais";-;-;2;-;5;-;-;2;2;1;2;-;-;-;1;3;1;-;1;2;1;-;1;-;1;-;3;28
"O87   Complic venosas no puerperio";-;-;-;-;1;-;-;1;-;1;-;3;1;-;-;-;-;2;1;2;-;-;-;-;1;-;1;14
"O88   Embolia orig obstetrica";1;1;-;-;5;1;1;3;-;5;1;1;3;4;1;3;6;1;5;15;6;1;4;1;1;2;2;74
"O89   Complic da anestesia admin durante puerperio";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"O90   Complic do puerperio NCOP";1;-;3;1;2;-;-;2;1;3;-;-;2;1;-;4;4;1;6;12;1;1;-;2;1;-;1;49
"O91   Infecc mamarias assoc ao parto";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O95   Morte obstetrica de causa NE";-;-;2;-;2;-;-;-;4;-;1;-;3;-;-;7;3;1;11;10;1;3;4;-;1;2;-;55
"O96   Morte qq caus obst mais 42d menos 1a parto";3;-;12;1;4;-;1;1;9;24;2;8;19;-;1;6;5;9;38;12;22;-;12;2;12;6;-;209
"O97   Morte p/sequelas causas obstetricas diretas";-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;6;4;-;-;1;-;-;-;-;14
"O98   Doen inf paras mat COP compl grav part puerp";1;-;2;-;3;1;-;-;2;3;-;2;2;3;-;2;4;1;2;9;-;2;1;1;-;2;-;43
"O99   Outr doenc mat COP compl grav parto puerp";1;-;14;-;18;1;2;11;4;36;7;10;19;8;2;31;28;5;29;88;14;9;15;8;12;12;5;389
"P00   Fet rec-nasc afet afec mat n obr rel grav at";10;9;58;11;91;33;50;79;85;49;74;22;179;22;64;105;153;36;209;481;188;71;101;19;44;64;76;2383
"P01   Fet rec-nasc afet complic maternas gravidez";4;1;45;2;43;21;16;27;48;46;14;19;94;18;47;94;135;25;119;375;148;37;94;14;38;44;36;1604
"P02   Fet rec-nasc afet compl plac cord umb membr";12;11;35;7;58;14;11;79;46;37;27;26;71;14;43;67;109;27;110;294;106;41;90;14;26;81;38;1494
"P03   Fet rec-nasc afet out compl trab parto parto";2;-;22;2;24;-;6;12;15;13;5;8;26;7;26;39;49;8;14;177;32;19;10;7;7;8;3;541
"P04   Fet rec-nasc infl af noc trans plac leit mat";-;-;2;-;1;1;2;-;-;-;1;-;3;-;3;2;12;2;2;18;13;2;7;1;1;5;-;78
"P05   Crescimento fetal retard e desnutric fetal";-;-;2;-;6;3;-;8;4;6;2;2;3;-;-;10;13;1;12;24;11;7;5;-;2;2;1;124
"P07   Transt rel gest curt dur peso baix nasc NCOP";10;8;19;1;124;12;4;97;8;124;44;41;93;20;19;256;144;18;88;179;41;47;67;17;19;66;7;1573
"P08   Transt relac gest prolong peso elevado nasc";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P10   Laceracao intracran hemorrag dev traum parto";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"P11   Outr traum de parto do sist nervoso central";-;-;-;-;1;-;-;3;-;-;-;3;-;-;-;1;1;-;-;4;-;-;-;-;-;-;-;13
"P13   Lesoes do esqueleto dev traum de parto";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"P15   Outr traum de parto";-;-;1;-;4;1;-;1;-;1;-;1;4;1;-;-;7;-;-;7;-;1;1;1;-;3;-;34
"P20   Hipoxia intra-uterina";1;5;15;-;28;1;1;44;16;30;7;30;22;7;8;70;46;4;66;67;24;12;9;1;8;15;1;538
"P21   Asfixia ao nascer";11;6;14;5;66;6;5;57;19;84;11;5;47;24;29;111;46;26;80;137;20;21;25;13;8;20;3;899
"P22   Desconforto respirat do recem-nascido";24;19;154;26;159;9;11;109;45;95;35;66;59;92;20;232;227;56;198;326;75;34;103;29;35;77;14;2329
"P23   Pneumonia congen";2;-;15;2;36;-;3;11;4;10;7;12;10;8;12;16;19;7;10;50;6;7;8;1;7;6;5;274
"P24   Sindr de aspiracao neonatal";9;12;58;7;96;7;11;69;20;35;7;13;40;10;11;91;67;15;72;78;29;22;31;12;24;37;8;891
"P25   Enfisema interst afecc corr orig per perinat";1;-;2;-;4;2;2;-;1;4;4;8;5;3;-;13;12;1;11;33;3;7;9;2;1;5;3;136
"P26   Hemorragia pulmonar orig periodo perinatal";4;4;2;2;33;3;4;9;8;30;9;7;15;8;5;55;33;5;28;83;25;16;15;8;9;26;6;452
"P27   Doenc respirat cron orig periodo perinatal";2;-;1;1;6;2;-;5;3;16;3;6;9;4;2;8;19;2;13;49;3;6;9;-;1;5;2;177
"P28   Outr afeccoes respirat orig per perinatal";8;11;18;5;64;1;2;44;24;48;10;7;27;13;1;158;68;8;28;130;23;20;14;10;13;29;4;788
"P29   Transt cardiovasc orig periodo perinatal";9;2;11;6;59;7;2;36;24;20;9;8;18;3;6;65;78;18;46;117;29;31;15;12;12;18;2;663
"P35   Doenc virais congen";-;-;1;-;1;-;1;2;-;2;-;-;2;-;-;1;3;1;2;10;2;-;2;-;-;1;-;31
"P36   Septicemia bacter do recem-nascido";46;27;62;11;216;28;16;143;48;155;45;78;105;89;44;209;245;49;246;529;74;62;86;27;67;88;21;2816
"P37   Outr doenc infecc e parasit congen";-;-;1;-;2;1;-;3;1;3;2;-;1;1;2;-;4;1;2;27;2;1;3;2;1;3;1;64
"P38   Onfalite recem-nasc c/ou s/hemorragia leve";-;-;2;-;4;-;-;3;1;2;1;1;-;-;1;2;-;-;2;1;1;1;1;1;1;1;-;26
"P39   Outr infecc especificas do periodo perinatal";2;-;9;-;34;5;2;7;6;49;1;8;18;7;2;49;4;3;21;49;12;11;3;5;12;30;-;349
"P50   Perda sanguinea fetal";-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;2;2;-;1;7;-;-;-;2;-;-;-;18
"P51   Hemorragia umbilical do recem-nascido";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"P52   Hemorragia intracran nao-traum feto rec-nasc";-;-;-;-;4;-;2;-;-;1;-;-;4;-;-;4;5;-;3;31;4;9;6;-;-;2;-;75
"P53   Doenc hemorragica do feto e do recem-nascido";-;1;1;-;2;-;-;8;1;2;3;2;4;-;-;3;4;-;1;6;-;3;1;-;2;-;-;44
"P54   Outr hemorragias neonatais";-;-;2;-;4;-;-;7;-;2;1;1;2;2;-;4;1;-;1;7;-;-;3;3;-;2;-;42
"P55   Doenc hemolitica do feto e do recem-nascido";-;-;-;-;2;-;1;5;4;2;1;-;4;1;1;6;3;-;6;10;2;1;3;-;-;5;1;58
"P56   Hidropsia fetal dev doenc hemolitica";-;-;1;2;-;-;-;3;-;2;-;-;-;-;-;1;3;1;-;3;1;1;2;-;-;1;1;22
"P57   Kernicterus";-;-;2;1;6;-;-;2;3;1;-;2;-;1;-;3;1;-;1;2;-;1;-;-;1;-;-;27
"P58   Ictericia neonatal dev outr hemolises excess";-;-;2;-;2;-;-;1;1;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;3;-;15
"P59   Ictericia neonatal dev outr causas e as NE";-;1;1;-;6;1;-;7;2;2;-;-;1;-;-;4;4;1;-;2;-;-;-;-;1;1;-;34
"P60   Coagulacao intravasc dissem feto rec-nasc";1;2;2;-;3;2;2;5;5;3;-;1;2;1;-;6;3;1;5;26;2;1;4;1;-;7;1;86
"P61   Outr transt hematologicos perinatais";-;-;2;-;4;2;-;3;1;3;1;2;3;4;3;8;9;3;13;18;3;5;2;1;1;3;-;94
"P70   Trans transit metab carboid esp fet rec-nasc";2;-;3;-;-;1;2;3;-;4;1;-;5;1;1;9;1;1;3;13;6;4;1;2;2;4;-;69
"P72   Outr transt endocrinos transit period neonat";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"P74   Outr dist eletrolit metab transit per neonat";-;2;1;1;1;-;-;4;-;2;-;1;3;-;1;3;2;-;1;5;-;4;-;1;-;1;-;33
"P76   Outr obstrucoes intestinais do recem-nascido";-;1;5;-;2;1;1;5;-;1;-;1;1;-;1;8;1;-;1;4;1;-;-;-;-;2;1;37
"P77   Enterocolite necrotizante do feto e rec-nasc";1;3;20;5;24;1;8;37;5;20;10;10;27;13;20;41;71;19;52;185;25;23;26;4;12;27;5;694
"P78   Outr transt ap digestivo periodo perinatal";1;-;3;2;6;-;-;2;2;4;5;2;13;-;2;12;15;2;2;22;2;4;2;7;-;3;3;116
"P80   Hipotermia do recem-nascido";-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;10
"P81   Outr disturbios regulacao termica rec-nasc";-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"P83   Outr afecc compr tegum espec feto rec-nasc";-;-;5;-;10;1;2;6;1;13;2;4;11;2;-;16;13;1;10;29;9;2;3;3;2;8;3;156
"P90   Convulsoes do recem-nascido";-;1;2;1;-;-;-;-;1;1;1;-;3;-;-;6;2;-;-;6;1;-;4;-;-;-;-;29
"P91   Outr disturbios funcao cerebral rec-nasc";-;1;-;-;1;-;3;6;1;1;1;-;4;1;1;3;3;1;1;11;1;4;1;-;-;-;-;45
"P92   Problemas de alimentacao do recem-nascido";-;-;1;1;2;-;2;7;1;-;-;-;1;-;1;3;2;-;1;2;2;-;1;-;1;1;-;29
"P93   Reacoes e intox dev drog admin feto rec-nasc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"P94   Transt do tonus muscular do recem-nascido";-;-;-;-;-;-;-;1;-;-;-;-;3;1;-;1;-;-;-;1;-;1;-;-;-;-;-;8
"P96   Outr afeccoes originadas periodo perinatal";6;6;37;2;33;3;3;28;12;39;16;14;19;5;11;106;107;5;53;140;14;4;15;15;16;19;3;731
"Q00   Anencefalia e malformacoes similares";8;5;20;6;27;5;5;26;14;36;5;11;30;14;9;37;25;11;27;88;27;10;14;9;9;19;5;502
"Q01   Encefalocele";1;1;2;1;9;-;1;6;-;4;2;3;2;4;1;7;9;1;12;19;6;1;4;-;-;4;2;102
"Q02   Microcefalia";2;1;10;1;16;-;2;9;6;16;2;6;17;4;6;19;18;6;16;32;10;3;10;6;4;16;5;243
"Q03   Hidrocefalia congen";5;-;24;3;17;3;6;16;10;9;4;4;19;6;9;18;21;8;15;52;22;9;14;9;12;14;4;333
"Q04   Outr malformacoes congen do cerebro";3;6;12;3;26;5;4;16;3;17;9;10;29;8;6;27;40;11;26;62;18;9;17;9;9;22;11;418
"Q05   Espinha bifida";-;1;4;-;9;-;-;5;5;7;2;1;9;6;1;12;14;3;8;29;11;4;12;-;1;4;6;154
"Q06   Outr malformacoes congen da medula espinhal";-;-;-;-;1;-;-;2;1;3;1;4;1;-;-;2;2;-;1;2;1;3;-;1;3;1;1;30
"Q07   Outr malformacoes congen do sist nervoso";-;-;1;5;8;-;1;-;6;4;4;3;8;1;1;11;14;3;14;22;6;7;3;3;-;2;3;130
"Q18   Outr malformacoes congen da face e pescoco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;2
"Q20   Malform congen camaras e comunicacoes card";1;2;15;3;11;1;6;9;2;17;8;4;18;1;4;17;29;6;30;91;21;21;26;13;9;13;6;384
"Q21   Malformacoes congen dos septos cardiacos";9;3;26;6;27;4;11;17;13;41;5;6;40;10;13;74;65;18;45;195;40;22;48;13;19;27;19;816
"Q22   Malform congen valvas pulmonar tricuspide";3;-;7;1;12;1;4;4;-;5;2;2;9;1;1;14;18;4;12;62;8;6;21;4;4;3;4;212
"Q23   Malformacoes congen valvas aortica e mitral";2;-;5;-;9;2;4;7;7;14;2;5;12;5;1;11;18;3;19;91;15;23;27;7;3;8;7;307
"Q24   Outr malformacoes congen do coracao";28;20;50;21;84;16;27;89;43;94;29;49;108;56;23;151;203;32;142;300;93;59;78;30;44;93;23;1985
"Q25   Malformacoes congen das grandes arterias";4;-;8;-;12;2;5;11;4;17;2;11;11;-;7;42;32;7;33;106;22;14;30;3;10;14;9;416
"Q26   Malformacoes congen das grandes veias";-;-;2;-;1;1;1;2;1;1;-;1;-;-;-;4;2;1;1;4;1;-;2;-;-;2;2;29
"Q27   Outr malformacoes congen sist vasc perif";1;1;3;-;2;-;-;1;-;4;1;1;4;-;-;3;11;-;13;17;2;-;2;1;-;3;2;72
"Q28   Outr malform congen aparelho circulatorio";-;-;3;-;14;-;1;4;1;7;-;1;-;1;1;4;9;1;4;14;5;4;6;-;-;2;1;83
"Q30   Malformacao congen do nariz";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;1;2;-;-;-;-;-;1;-;9
"Q31   Malformacoes congen da laringe";-;-;-;-;-;-;-;1;1;-;-;2;3;-;-;2;2;-;1;7;2;1;4;-;-;2;-;28
"Q32   Malformacoes congen traqueia e bronquios";4;1;1;-;2;-;1;1;-;5;-;3;2;-;2;2;-;3;5;7;-;1;3;1;-;-;2;46
