Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"N04   Sindr nefrotica";-;1;5;-;9;2;-;4;3;9;2;-;1;3;2;9;7;-;9;15;8;1;6;2;2;3;-;103
"N05   Sindr nefritica NE";-;-;3;-;-;-;-;1;1;-;-;1;2;-;-;5;11;1;5;3;3;-;2;3;-;-;-;41
"N06   Proteinuria isolada c/lesao morfolog espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"N07   Nefropatia hereditaria NCOP";-;-;-;1;3;-;-;3;3;-;1;1;1;-;-;-;-;-;1;4;1;-;2;-;1;-;-;22
"N10   Nefrite tubulo-intersticial aguda";5;-;-;-;8;1;4;6;-;24;11;3;40;6;1;11;54;15;22;235;35;17;58;2;-;16;13;587
"N11   Nefrite tubulo-intersticial cronica";4;-;3;2;16;2;6;8;11;15;11;4;9;3;1;13;22;9;11;99;25;24;24;-;8;7;1;338
"N12   Nefrite tubulo-intersticial NE aguda cronica";7;4;8;-;23;2;-;16;8;23;31;14;66;16;6;47;202;27;111;509;69;32;94;19;29;47;24;1434
"N13   Uropatia obstrutiva e p/refluxo";1;1;7;-;7;-;-;5;3;10;5;5;31;8;5;12;18;4;19;56;11;6;17;5;2;7;2;247
"N14   Afec tubul tubulo-interst ind drog met pesad";-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;8
"N15   Outr doenc renais tubulo-intersticiais";1;-;-;1;5;-;-;6;1;8;1;6;8;2;2;3;15;2;13;28;6;3;5;5;2;7;1;131
"N17   Insuf renal aguda";77;13;54;8;188;13;15;190;56;233;64;148;182;61;39;299;545;52;551;858;272;142;260;33;76;200;17;4646
"N18   Insuf renal cronica";69;20;97;32;256;23;55;170;134;306;114;189;236;95;64;523;851;153;822;1692;372;235;492;72;143;211;44;7470
"N19   Insuf renal NE";12;3;28;1;51;4;5;64;32;132;27;62;101;47;13;239;477;21;357;588;141;81;197;24;50;110;9;2876
"N20   Calculose do rim e do ureter";5;1;1;2;16;1;6;6;6;22;13;7;46;9;10;12;39;6;58;111;33;18;22;4;10;18;5;487
"N21   Calculose do trato urinario infer";-;1;1;-;2;-;-;2;-;-;-;1;2;1;-;3;4;-;2;7;1;1;-;1;-;-;-;29
"N23   Colica nefretica NE";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;1;-;1;-;1;1;-;8
"N25   Transt result funcao renal tubular alterada";1;-;2;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;1;-;2;-;1;-;1;-;-;12
"N26   Rim contraido NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;3;39;-;1;1;-;-;-;-;48
"N27   Hipoplasia renal de causa desconhecida";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
"N28   Outr transt do rim e do ureter NCOP";-;-;4;-;8;-;1;5;7;8;5;2;90;5;16;22;29;-;52;158;16;11;9;3;2;12;2;467
"N30   Cistite";1;-;1;-;8;-;-;8;1;24;46;5;23;3;4;17;45;3;20;130;18;24;30;5;3;1;3;423
"N31   Disfuncoes neuromusculares da bexiga NCOP";-;-;-;-;-;-;-;1;-;2;1;1;6;4;-;4;14;2;7;37;2;2;10;1;2;2;2;100
"N32   Outr transt da bexiga";1;-;-;-;-;-;-;1;-;4;6;1;6;4;1;6;12;2;17;47;3;2;8;3;1;3;2;130
"N34   Uretrite e sindr uretral";1;-;-;-;2;-;-;1;1;-;-;2;-;-;-;1;-;-;-;5;-;-;4;-;-;-;-;17
"N35   Estenose da uretra";-;-;-;-;1;-;-;-;1;-;3;-;2;1;-;1;2;1;8;10;3;-;1;1;-;1;-;36
"N36   Outr transt da uretra";-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;3;5;-;6;3;-;-;-;1;-;-;-;21
"N39   Outr transt do trato urinario";48;18;159;15;227;9;56;145;111;396;197;328;945;118;214;606;1867;378;3286;5789;721;439;800;209;146;384;83;17694
"N40   Hiperplasia da prostata";4;2;16;-;37;-;10;26;17;42;23;15;51;17;14;67;68;21;77;192;67;17;41;14;15;19;10;882
"N41   Doenc inflam da prostata";-;-;1;1;9;-;2;5;4;10;2;1;2;1;2;6;9;-;3;9;6;4;5;3;4;1;-;90
"N42   Outr afeccoes da prostata";-;-;-;1;6;-;2;4;5;3;1;2;5;3;2;11;9;-;12;12;3;-;2;-;-;5;2;90
"N43   Hidrocele e espermatocele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;4
"N45   Orquite e epididimite";-;-;2;-;2;-;1;-;1;-;-;-;1;1;-;2;3;1;1;4;2;-;1;-;-;2;1;25
"N48   Outr transt do penis";-;1;-;-;3;-;-;1;-;-;-;-;1;1;-;1;1;1;2;2;2;1;-;-;-;-;-;17
"N49   Transt inflam orgaos genitais masc NCOP";3;1;2;-;14;2;2;9;4;18;4;5;12;9;3;28;29;4;48;90;15;8;9;7;6;14;8;354
"N50   Outr transt dos orgaos genitais masc";-;-;-;-;2;-;-;1;-;-;-;-;1;3;-;-;2;1;-;1;-;-;-;1;-;-;-;12
"N61   Transt inflam da mama";-;-;-;-;1;1;-;2;-;-;1;-;1;-;-;-;1;1;1;2;-;2;-;-;2;-;1;16
"N62   Hipertrofia da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"N63   Nodulo mamario NE";1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;5
"N64   Outr doenc da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;3
"N70   Salpingite e ooforite";1;1;1;1;1;-;-;1;-;-;1;1;-;2;-;1;1;1;3;5;1;-;-;1;1;-;-;24
"N71   Doenc inflam do utero exceto o colo";-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;1;2;1;-;1;-;-;3;-;12
"N72   Doenc inflam do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N73   Outr doenc inflam pelvicas femin";-;1;1;-;6;1;-;3;1;4;2;2;4;-;-;10;12;1;7;23;3;3;3;1;-;2;1;91
"N75   Doenc da gland de Bartholin";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;1;2;2;-;-;-;-;-;-;8
"N76   Outr afeccoes inflam da vagina e da vulva";1;-;2;-;3;1;-;3;-;3;-;2;2;1;-;2;3;2;10;22;2;-;-;3;2;3;2;69
"N80   Endometriose";-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;2;3;1;2;5;2;3;-;1;-;1;-;24
"N81   Prolapso genital femin";-;-;-;-;3;-;-;1;1;1;-;-;2;-;-;2;4;-;1;5;1;-;1;1;-;1;1;25
"N82   Fistulas do trato genital femin";-;-;-;-;-;-;-;2;1;-;-;-;1;1;-;3;4;-;3;13;1;1;2;-;1;-;-;33
"N83   Transt nao-infl ovario tromp Falop lig largo";-;-;-;-;1;1;-;2;1;3;-;1;3;3;1;3;6;-;3;7;1;-;2;-;2;2;-;42
"N84   Polipo do trato genital femin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"N85   Outr transt nao-inflam utero exc colo utero";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;1;-;3;5;-;-;-;-;-;1;-;14
"N87   Displasia do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N92   Menstruacao excessiva frequente e irregular";-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;4;2;1;14;5;-;-;-;-;1;1;1;31
"N93   Outr sangramentos anormais utero e vagina";-;-;1;-;2;-;-;1;1;2;-;1;-;-;-;1;-;-;1;1;2;-;-;-;-;-;-;13
"N94   Dor outr afecc ass org genit fem cicl menstr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"N95   Transt da menopausa e da perimenopausa";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O00   Gravidez ectopica";-;1;-;-;1;-;-;1;1;2;1;-;2;-;-;10;3;-;8;8;-;1;-;-;1;2;-;42
"O01   Mola hidatiforme";-;-;-;-;3;-;1;-;2;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;9
"O02   Outr produtos anormais da concepcao";-;-;2;-;1;-;-;2;-;1;-;-;-;-;-;2;-;1;3;5;-;1;-;-;-;-;-;18
"O03   Aborto espontaneo";-;1;-;-;1;1;-;1;-;1;2;-;-;-;-;2;2;1;2;5;1;-;1;-;1;1;-;23
"O04   Aborto p/razoes medicas e legais";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O05   Outr tipos de aborto";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;5
"O06   Aborto NE";-;-;2;-;1;1;-;5;-;-;-;-;2;-;1;4;-;2;8;5;1;-;1;-;-;-;1;34
"O07   Falha de tentativa de aborto";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;5
"O08   Complic conseq aborto gravidez ectop molar";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O10   Hipertens pre-exist complic grav parto puerp";-;-;-;-;-;-;-;2;-;1;4;-;3;-;-;1;1;1;2;9;-;-;1;-;-;1;1;27
"O11   Dist hipertens pre-exist proteinuria superp";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;-;-;5
"O12   Edema e proteinuria gestac s/hipertensao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"O13   Hipertensao gestacional s/proteinuria signif";-;-;-;-;3;1;-;-;-;1;-;-;2;-;1;4;-;-;1;4;-;-;-;-;1;2;-;20
"O14   Hipertensao gestacional c/proteinuria signif";2;-;3;1;7;-;-;6;4;5;-;2;9;2;4;12;13;3;13;18;5;5;5;-;5;3;5;132
"O15   Eclampsia";3;-;8;2;17;-;2;13;6;15;4;4;3;2;3;6;9;2;11;24;1;2;3;4;3;7;1;155
"O16   Hipertensao materna NE";-;1;-;-;2;-;-;3;-;2;-;1;-;-;-;2;1;2;2;2;1;-;1;-;-;-;-;20
"O20   Hemorragia do inicio da gravidez";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"O22   Complic venosas na gravidez";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;3;-;1;1;1;-;-;-;10
"O23   Infecc do trato geniturinario na gravidez";-;-;-;-;3;-;5;-;-;2;1;2;2;-;-;1;3;2;2;7;1;-;1;-;1;1;-;34
"O24   Diabetes mellitus na gravidez";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;3;1;-;1;-;1;-;-;-;9
"O25   Desnutric na gravidez";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"O26   Assist materna outr complic lig predom grav";-;-;-;-;-;-;1;1;1;3;-;-;1;-;-;3;-;-;1;6;2;-;-;-;1;-;-;20
"O29   Complic anestesia admin durante gravidez";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O34   Assist prest mae anor conh susp org pelv mat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"O36   Assist prest mae outr probl fet conhec susp";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
"O41   Outr transt membranas e liquido amniotico";1;-;-;-;3;1;-;-;-;1;-;2;1;-;-;-;2;-;1;3;1;-;-;-;-;-;-;16
"O42   Ruptura prematura de membranas";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O43   Transt da placenta";-;-;1;-;-;-;-;2;-;1;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;-;8
"O44   Placenta previa";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;3;-;2;3;-;1;2;-;-;-;-;13
"O45   Descolamento prematuro da placenta";-;-;1;-;8;1;2;6;1;-;2;-;3;1;-;3;5;1;9;10;2;1;1;-;-;1;2;60
"O46   Hemorragia anteparto NCOP";-;-;-;-;2;-;-;-;1;-;-;-;-;1;1;2;-;-;1;2;1;-;2;-;-;-;-;13
"O47   Falso trabalho de parto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O60   Trabalho de parto pre-termo";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O62   Anormalidades da contracao uterina";-;-;4;-;14;1;-;6;2;1;-;-;5;1;1;4;5;-;2;13;-;1;4;1;-;3;-;68
"O64   Obstr trab parto dev ma-posic ma-apres feto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"O65   Obstr trab parto dev anorm pelvica da mae";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O67   Trab parto parto compl hemorr intrapart NCOP";-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;4;-;1;1;-;-;-;-;9
"O68   Trab parto e parto complic sofrimento fetal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"O70   Laceracao do perineo durante o parto";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O71   Outr traum obstetricos";-;-;-;-;2;-;-;1;1;2;-;1;2;-;1;1;4;-;4;2;-;-;-;1;1;-;-;23
"O72   Hemorragia pos-parto";3;2;5;-;7;-;2;5;2;6;2;2;5;1;2;14;9;2;3;25;2;1;5;-;3;4;3;115
"O73   Retencao placenta e membranas s/hemorragias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"O74   Complic anestesia durante trab parto e parto";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;1;-;-;-;6
"O75   Outr complic do trab parto e do parto NCOP";1;1;1;-;4;-;-;4;2;2;-;1;4;-;-;2;5;-;3;7;2;-;-;-;-;1;-;40
"O85   Infecc puerperal";1;1;3;-;6;-;1;3;4;2;1;1;2;1;-;5;8;1;10;12;1;1;1;-;3;2;1;71
"O86   Outr infecc puerperais";-;-;-;-;2;-;-;-;-;1;-;1;1;-;-;2;1;-;1;6;-;1;-;-;-;-;-;16
"O87   Complic venosas no puerperio";1;-;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;3;1;-;1;-;-;-;-;-;10
"O88   Embolia orig obstetrica";2;-;3;-;8;-;-;2;2;4;-;3;8;-;1;4;8;-;9;20;5;2;6;-;5;-;1;93
"O90   Complic do puerperio NCOP";1;-;2;-;2;-;-;6;1;8;-;2;2;2;-;2;3;1;3;11;-;1;1;2;-;1;-;51
"O91   Infecc mamarias assoc ao parto";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"O95   Morte obstetrica de causa NE";-;-;5;-;1;-;-;3;-;2;-;1;2;-;-;6;6;-;9;16;3;1;4;-;1;-;-;60
"O96   Morte qq caus obst mais 42d menos 1a parto";3;-;3;-;6;-;4;2;4;2;-;4;18;-;3;5;9;12;32;12;7;1;23;8;6;3;-;167
"O97   Morte p/sequelas causas obstetricas diretas";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;-;2;7
"O98   Doen inf paras mat COP compl grav part puerp";2;-;1;1;2;-;-;3;-;1;-;1;1;1;-;2;1;1;2;8;2;4;-;1;-;4;-;38
"O99   Outr doenc mat COP compl grav parto puerp";2;1;5;-;23;1;7;16;5;14;14;11;23;3;1;30;24;11;39;99;17;10;7;6;7;18;6;400
"P00   Fet rec-nasc afet afec mat n obr rel grav at";18;4;84;6;101;17;45;94;66;63;35;26;189;20;49;111;153;49;215;447;235;63;96;27;66;74;62;2415
"P01   Fet rec-nasc afet complic maternas gravidez";5;2;42;4;45;17;27;36;63;65;11;17;102;8;29;94;88;29;100;395;161;40;85;19;34;76;48;1642
"P02   Fet rec-nasc afet compl plac cord umb membr";4;4;37;5;63;13;16;96;36;48;27;21;79;13;21;95;113;33;124;248;104;56;83;14;20;64;36;1473
"P03   Fet rec-nasc afet out compl trab parto parto";-;-;21;-;25;1;2;17;9;10;9;12;20;2;7;42;33;14;19;170;33;17;13;9;3;14;2;504
"P04   Fet rec-nasc infl af noc trans plac leit mat";-;-;-;-;3;-;1;2;5;1;1;-;5;-;-;3;4;1;1;11;6;2;5;1;3;1;-;56
"P05   Crescimento fetal retard e desnutric fetal";-;1;4;-;8;-;-;13;3;12;1;3;5;3;-;13;16;-;7;14;7;3;4;1;2;-;-;120
"P07   Transt rel gest curt dur peso baix nasc NCOP";16;10;21;1;150;19;-;125;22;124;32;40;79;15;32;222;161;26;74;185;43;38;67;14;38;23;12;1589
"P08   Transt relac gest prolong peso elevado nasc";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P10   Laceracao intracran hemorrag dev traum parto";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;1;-;-;-;-;-;6
"P11   Outr traum de parto do sist nervoso central";-;-;-;-;1;-;-;2;-;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;7
"P12   Lesao do couro cabeludo dev traum de parto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P13   Lesoes do esqueleto dev traum de parto";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;3
"P15   Outr traum de parto";-;-;2;-;5;-;-;-;-;8;-;2;1;2;2;2;5;-;1;8;1;1;1;2;2;2;-;47
"P20   Hipoxia intra-uterina";1;3;29;1;43;1;4;47;16;20;4;33;25;8;4;90;60;4;66;67;10;11;11;5;8;16;5;592
"P21   Asfixia ao nascer";13;8;11;7;87;19;6;54;15;74;11;15;46;17;27;104;52;34;88;187;22;23;75;19;10;9;10;1043
"P22   Desconforto respirat do recem-nascido";17;17;103;18;168;12;17;115;29;122;44;85;63;91;32;234;249;25;193;406;92;45;94;26;34;76;14;2421
"P23   Pneumonia congen";-;1;14;1;29;2;1;8;3;12;7;12;9;10;10;9;19;6;12;55;5;8;14;2;11;8;3;271
"P24   Sindr de aspiracao neonatal";10;9;46;8;74;4;6;77;29;46;10;20;43;17;7;99;59;13;46;102;36;27;30;22;13;31;7;891
"P25   Enfisema interst afecc corr orig per perinat";-;1;3;-;5;2;1;7;-;8;3;3;3;3;2;7;14;1;8;37;4;3;3;6;2;6;2;134
"P26   Hemorragia pulmonar orig periodo perinatal";2;4;3;3;40;3;3;13;11;22;9;15;13;11;7;47;25;1;17;101;21;19;20;4;8;20;13;455
"P27   Doenc respirat cron orig periodo perinatal";-;-;3;3;4;3;1;5;5;10;4;7;8;2;1;8;13;4;21;39;8;10;9;-;1;3;2;174
"P28   Outr afeccoes respirat orig per perinatal";8;9;34;2;69;7;3;50;14;44;15;6;20;15;4;160;80;3;31;144;19;16;22;10;7;31;5;828
"P29   Transt cardiovasc orig periodo perinatal";8;5;15;8;46;4;3;39;24;25;8;14;17;5;5;72;71;9;61;108;19;30;20;20;14;14;3;667
"P35   Doenc virais congen";-;-;1;-;2;1;-;2;-;-;-;1;2;-;1;-;1;3;-;5;3;-;1;1;-;1;-;25
"P36   Septicemia bacter do recem-nascido";43;25;93;6;193;33;11;197;26;151;68;91;105;112;72;255;243;57;254;606;64;82;86;25;64;85;22;3069
"P37   Outr doenc infecc e parasit congen";-;-;2;-;3;-;4;3;-;3;-;1;2;2;2;2;12;3;8;17;6;2;6;2;2;3;-;85
"P38   Onfalite recem-nasc c/ou s/hemorragia leve";-;-;7;-;3;-;-;3;2;3;-;-;2;1;-;3;2;-;4;3;2;-;1;-;1;1;1;39
"P39   Outr infecc especificas do periodo perinatal";1;1;5;2;45;9;1;17;15;44;2;14;15;7;4;55;17;1;16;57;6;9;9;5;10;18;1;386
"P50   Perda sanguinea fetal";-;-;-;1;1;-;-;-;-;2;-;1;1;-;-;1;4;-;1;4;-;-;2;-;-;-;-;18
"P51   Hemorragia umbilical do recem-nascido";-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"P52   Hemorragia intracran nao-traum feto rec-nasc";-;-;2;-;3;-;-;2;-;2;3;2;2;1;1;9;11;-;5;32;4;11;4;-;1;3;3;101
"P53   Doenc hemorragica do feto e do recem-nascido";-;-;-;1;1;-;-;2;1;2;-;-;3;-;1;4;4;-;1;7;-;1;1;3;-;-;1;33
"P54   Outr hemorragias neonatais";2;-;1;-;3;2;-;14;1;1;1;-;1;-;-;5;5;-;3;14;3;1;2;-;-;1;-;60
"P55   Doenc hemolitica do feto e do recem-nascido";-;-;1;-;-;1;1;3;-;-;-;1;4;2;-;6;1;1;2;7;2;2;1;-;1;2;1;39
"P56   Hidropsia fetal dev doenc hemolitica";-;-;1;1;1;-;-;2;-;2;-;-;-;1;-;2;-;-;1;2;1;1;-;-;1;-;-;16
"P57   Kernicterus";-;-;-;-;10;-;1;7;-;1;-;-;2;-;1;4;4;-;1;-;1;1;-;-;1;-;-;34
"P58   Ictericia neonatal dev outr hemolises excess";-;2;2;-;1;1;-;-;-;1;-;-;1;-;-;5;-;1;-;-;-;-;1;-;-;-;-;15
"P59   Ictericia neonatal dev outr causas e as NE";-;-;4;-;12;1;-;4;2;3;-;-;-;2;-;2;-;-;-;2;1;1;-;-;-;-;-;34
"P60   Coagulacao intravasc dissem feto rec-nasc";1;6;1;-;6;1;3;3;4;3;2;4;1;3;-;9;4;-;4;17;1;1;5;1;2;6;1;89
"P61   Outr transt hematologicos perinatais";-;1;-;-;7;1;-;6;-;3;3;1;2;-;1;11;8;3;18;18;1;2;-;-;2;3;1;92
"P70   Trans transit metab carboid esp fet rec-nasc";-;-;-;-;1;-;1;2;2;1;1;-;3;1;1;8;4;2;7;14;6;2;6;1;-;6;1;70
"P72   Outr transt endocrinos transit period neonat";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"P74   Outr dist eletrolit metab transit per neonat";2;-;1;-;3;-;-;2;1;4;-;-;4;-;-;3;4;1;2;5;2;1;-;-;1;-;-;36
"P76   Outr obstrucoes intestinais do recem-nascido";-;-;3;-;1;-;-;2;-;3;1;-;-;1;1;6;1;2;3;1;1;-;3;-;2;2;-;33
"P77   Enterocolite necrotizante do feto e rec-nasc";-;1;20;1;20;1;6;25;9;16;12;5;35;8;18;55;74;11;64;145;18;23;38;10;9;21;4;649
"P78   Outr transt ap digestivo periodo perinatal";1;-;-;2;2;1;-;1;2;3;5;1;5;2;3;8;19;2;8;19;3;3;3;-;1;-;-;94
"P80   Hipotermia do recem-nascido";-;-;-;-;-;-;-;2;-;1;3;-;1;1;3;2;2;-;-;2;1;-;-;-;2;-;-;20
"P81   Outr disturbios regulacao termica rec-nasc";1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;7;4;-;-;-;-;-;-;-;1;-;-;15
"P83   Outr afecc compr tegum espec feto rec-nasc";3;1;3;1;8;1;1;4;4;6;3;6;10;1;1;15;13;2;12;20;7;-;7;3;4;3;1;140
"P90   Convulsoes do recem-nascido";1;-;2;-;3;-;-;1;-;2;2;-;-;-;-;4;1;-;-;5;1;-;1;1;-;2;-;26
"P91   Outr disturbios funcao cerebral rec-nasc";1;2;-;-;2;-;-;3;-;-;-;3;-;3;1;6;6;1;1;13;4;2;2;-;1;-;-;51
"P92   Problemas de alimentacao do recem-nascido";-;-;1;-;2;-;-;2;2;1;-;-;1;-;-;3;4;-;-;1;-;-;-;-;1;1;-;19
"P94   Transt do tonus muscular do recem-nascido";-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;1;-;-;-;3;-;-;1;2;-;-;-;11
"P96   Outr afeccoes originadas periodo perinatal";4;5;35;1;34;3;1;21;10;33;10;7;20;5;9;143;110;7;54;177;18;17;19;11;15;32;10;811
"Q00   Anencefalia e malformacoes similares";10;5;20;1;28;4;6;33;13;38;16;14;24;9;6;34;32;14;37;81;25;13;18;10;14;14;4;523
"Q01   Encefalocele";1;-;1;1;5;-;-;11;5;11;1;6;6;4;1;3;12;2;6;12;3;3;6;2;2;5;1;110
"Q02   Microcefalia";4;-;5;1;13;-;1;10;6;12;2;2;12;4;4;18;14;6;11;40;9;6;8;6;7;11;-;212
"Q03   Hidrocefalia congen";-;-;21;-;29;3;5;19;8;14;5;15;25;11;3;14;30;7;23;50;13;12;15;15;10;9;6;362
"Q04   Outr malformacoes congen do cerebro";5;2;16;3;25;2;7;11;6;8;10;5;20;8;3;29;33;8;30;62;10;6;13;8;7;12;7;356
"Q05   Espinha bifida";-;1;6;-;10;-;1;3;2;6;3;6;8;6;-;5;12;3;8;34;14;2;4;3;4;9;3;153
"Q06   Outr malformacoes congen da medula espinhal";-;-;1;-;-;1;-;2;-;1;2;4;-;2;-;5;5;-;8;8;1;1;3;-;1;3;-;48
"Q07   Outr malformacoes congen do sist nervoso";-;-;-;-;6;-;1;5;5;4;4;1;5;1;1;14;8;1;15;21;10;-;5;3;5;1;2;118
"Q18   Outr malformacoes congen da face e pescoco";-;-;-;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
"Q20   Malform congen camaras e comunicacoes card";2;3;7;1;14;2;7;15;5;21;3;9;9;6;4;28;34;8;27;101;25;13;26;8;10;15;6;409
"Q21   Malformacoes congen dos septos cardiacos";9;1;28;4;39;5;6;13;13;37;12;4;33;14;7;48;58;33;49;152;33;24;60;17;15;24;16;754
"Q22   Malform congen valvas pulmonar tricuspide";1;1;1;1;14;3;3;2;3;9;4;1;10;3;2;7;11;2;18;65;13;10;12;4;5;5;4;214
"Q23   Malformacoes congen valvas aortica e mitral";1;1;9;-;8;3;4;7;2;10;2;3;12;3;-;4;21;7;17;72;27;23;25;5;5;10;13;294
"Q24   Outr malformacoes congen do coracao";31;12;67;17;86;19;21;124;41;99;48;45;113;44;36;148;225;25;142;316;77;44;61;23;52;80;29;2025
"Q25   Malformacoes congen das grandes arterias";3;1;8;2;11;2;7;7;4;16;2;6;21;6;7;31;47;8;35;107;14;30;22;12;6;15;14;444
"Q26   Malformacoes congen das grandes veias";-;-;1;-;2;-;1;2;-;-;1;1;-;-;-;1;2;4;2;3;2;3;7;1;-;1;2;36
"Q27   Outr malformacoes congen sist vasc perif";1;-;2;-;5;-;-;3;-;-;-;4;3;-;-;2;11;1;3;19;2;-;2;2;1;2;1;64
"Q28   Outr malform congen aparelho circulatorio";2;-;-;2;16;1;1;3;3;9;1;4;4;1;-;6;8;-;3;8;7;3;5;1;1;1;-;90
