Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"N04   Sindr nefrotica";-;-;2;-;2;-;-;3;3;4;3;3;2;2;1;7;10;2;13;18;9;1;5;1;1;4;2;98
"N05   Sindr nefritica NE";-;1;-;-;2;1;-;2;-;1;-;-;3;1;2;5;8;-;6;5;2;1;2;2;1;1;-;46
"N06   Proteinuria isolada c/lesao morfolog espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N07   Nefropatia hereditaria NCOP";-;1;-;-;2;-;-;2;-;3;-;4;1;1;-;2;1;-;1;5;1;-;1;1;1;-;-;27
"N10   Nefrite tubulo-intersticial aguda";-;-;2;-;5;-;2;6;1;38;12;6;35;14;-;10;52;32;13;216;23;26;66;1;2;13;22;597
"N11   Nefrite tubulo-intersticial cronica";4;-;3;4;25;1;-;14;5;22;4;19;9;3;4;8;40;10;8;112;34;28;46;6;8;17;2;436
"N12   Nefrite tubulo-intersticial NE aguda cronica";5;2;8;1;14;9;3;14;13;22;30;12;89;17;2;48;240;24;134;496;91;25;69;19;7;68;25;1487
"N13   Uropatia obstrutiva e p/refluxo";1;-;1;-;7;-;2;10;4;9;5;6;21;5;2;18;16;9;25;55;9;9;11;4;1;8;2;240
"N14   Afec tubul tubulo-interst ind drog met pesad";-;-;-;-;1;1;-;2;2;-;-;-;-;-;-;1;1;1;2;6;1;-;2;1;-;1;-;22
"N15   Outr doenc renais tubulo-intersticiais";-;-;-;1;2;1;1;4;1;8;3;1;5;1;3;6;8;-;15;33;7;2;15;1;-;7;2;127
"N17   Insuf renal aguda";65;34;46;8;203;16;24;210;102;286;64;142;159;52;28;334;584;38;656;1078;253;149;288;46;129;187;21;5202
"N18   Insuf renal cronica";71;24;116;30;342;31;45;208;123;351;90;207;276;68;71;648;853;145;901;1864;387;237;704;127;211;273;39;8442
"N19   Insuf renal NE";24;3;34;-;82;12;8;49;31;98;40;96;64;47;16;242;415;25;425;501;143;66;196;29;41;79;5;2771
"N20   Calculose do rim e do ureter";1;2;9;3;11;2;3;12;7;24;13;5;45;11;2;12;45;12;65;162;34;13;26;4;8;21;8;560
"N21   Calculose do trato urinario infer";-;1;1;-;2;-;-;-;1;1;2;-;-;-;-;2;5;2;3;5;1;2;3;-;-;2;1;34
"N23   Colica nefretica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;3
"N25   Transt result funcao renal tubular alterada";1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;1;2;-;2;2;1;1;2;-;1;-;-;16
"N26   Rim contraido NE";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;1;20;2;-;-;-;-;-;-;27
"N27   Hipoplasia renal de causa desconhecida";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;4
"N28   Outr transt do rim e do ureter NCOP";2;2;2;-;3;-;-;4;7;14;6;33;56;4;3;37;32;3;62;209;34;8;19;3;2;14;-;559
"N30   Cistite";2;-;1;-;13;1;2;4;4;34;65;14;56;4;3;24;44;14;19;116;32;31;50;4;6;17;5;565
"N31   Disfuncoes neuromusculares da bexiga NCOP";-;-;1;-;8;-;2;2;-;6;-;-;8;-;1;7;9;5;14;24;4;1;2;2;-;3;-;99
"N32   Outr transt da bexiga";-;-;2;-;3;-;1;2;1;3;3;4;2;2;2;5;20;3;14;34;10;4;7;2;1;8;2;135
"N34   Uretrite e sindr uretral";-;-;1;-;-;-;-;1;-;-;-;-;1;1;-;-;1;2;-;5;-;-;2;-;-;2;-;16
"N35   Estenose da uretra";-;-;-;-;1;-;-;2;-;1;1;-;2;1;-;3;9;1;3;13;5;-;4;-;1;1;2;50
"N36   Outr transt da uretra";-;-;1;-;-;-;-;-;1;1;-;-;2;-;-;2;3;-;2;4;-;-;1;-;1;-;-;18
"N39   Outr transt do trato urinario";52;25;158;26;242;12;78;152;129;460;231;449;1032;170;253;816;2359;437;3908;7055;932;637;1065;259;205;482;115;21739
"N40   Hiperplasia da prostata";11;5;28;1;35;7;5;28;20;51;20;26;63;15;11;96;92;25;94;221;76;25;45;14;16;24;3;1057
"N41   Doenc inflam da prostata";3;1;4;1;10;-;1;5;1;11;5;2;2;4;1;6;5;2;2;20;8;1;5;1;3;-;-;104
"N42   Outr afeccoes da prostata";2;-;3;-;3;-;-;3;1;3;2;2;3;1;-;18;20;2;9;10;5;4;2;-;-;3;-;96
"N43   Hidrocele e espermatocele";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;3
"N45   Orquite e epididimite";-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;2;1;1;2;1;-;-;-;-;1;1;12
"N47   Hipertrofia do prepucio fimose e parafimose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N48   Outr transt do penis";1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;1;2;-;-;1;-;-;-;-;9
"N49   Transt inflam orgaos genitais masc NCOP";2;-;1;1;15;1;6;7;3;17;1;9;12;3;1;16;36;5;37;72;26;3;11;1;5;13;5;309
"N50   Outr transt dos orgaos genitais masc";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;1;3;-;-;1;-;1;2;-;13
"N61   Transt inflam da mama";-;-;-;-;1;-;-;1;1;1;1;-;1;-;-;1;2;-;4;7;-;-;-;-;-;1;-;21
"N62   Hipertrofia da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N63   Nodulo mamario NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;3
"N64   Outr doenc da mama";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;6
"N70   Salpingite e ooforite";-;-;3;-;2;-;-;1;-;2;2;1;1;-;1;1;1;1;6;12;3;2;3;-;-;-;-;42
"N71   Doenc inflam do utero exceto o colo";1;-;-;-;1;-;-;2;-;3;-;-;2;1;-;3;1;1;4;11;1;-;-;1;-;-;-;32
"N72   Doenc inflam do colo do utero";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"N73   Outr doenc inflam pelvicas femin";-;-;1;-;3;-;-;2;-;5;2;2;-;-;-;4;10;2;14;18;8;3;3;-;-;1;-;78
"N75   Doenc da gland de Bartholin";-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;-;1;-;-;1;2;1;-;-;-;-;-;9
"N76   Outr afeccoes inflam da vagina e da vulva";-;-;1;-;3;-;1;3;-;3;1;1;3;1;1;6;12;1;15;27;3;4;4;3;1;3;1;98
"N80   Endometriose";-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;2;-;2;3;-;-;1;-;-;2;-;14
"N81   Prolapso genital femin";-;-;-;-;-;-;-;4;-;2;-;1;1;-;1;3;1;4;3;6;1;1;-;1;-;1;-;30
"N82   Fistulas do trato genital femin";-;-;1;-;3;1;-;-;2;2;-;-;2;-;-;1;4;-;3;10;1;2;1;2;1;-;1;37
"N83   Transt nao-infl ovario tromp Falop lig largo";-;-;1;-;4;-;1;2;-;-;-;-;3;1;3;1;6;-;4;9;1;-;1;1;2;1;1;42
"N84   Polipo do trato genital femin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"N85   Outr transt nao-inflam utero exc colo utero";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4;2;2;2;3;-;1;-;-;-;-;-;15
"N87   Displasia do colo do utero";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"N92   Menstruacao excessiva frequente e irregular";-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;2;6;-;17;6;1;-;1;-;1;-;1;38
"N93   Outr sangramentos anormais utero e vagina";-;-;-;-;2;-;-;2;-;-;-;-;-;-;1;3;-;-;4;2;-;-;-;-;-;-;-;14
"N94   Dor outr afecc ass org genit fem cicl menstr";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;5
"N95   Transt da menopausa e da perimenopausa";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;4
"N98   Complic assoc a fecundacao artificial";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"O00   Gravidez ectopica";1;-;1;1;5;-;-;3;-;2;1;2;2;-;-;2;2;1;5;6;-;-;1;2;-;2;-;39
"O01   Mola hidatiforme";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;2;1;-;-;1;-;-;-;-;7
"O02   Outr produtos anormais da concepcao";-;-;1;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;2;4;-;2;-;1;1;-;-;15
"O03   Aborto espontaneo";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;1;-;1;2;-;1;1;-;-;-;-;10
"O05   Outr tipos de aborto";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;5
"O06   Aborto NE";-;-;-;1;3;-;-;1;-;-;-;-;2;-;-;4;2;-;6;2;1;-;1;-;-;-;-;23
"O07   Falha de tentativa de aborto";-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;5
"O08   Complic conseq aborto gravidez ectop molar";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;4
"O10   Hipertens pre-exist complic grav parto puerp";-;-;-;-;1;-;-;2;1;-;-;2;-;1;-;5;3;-;2;6;-;1;-;-;1;1;-;26
"O11   Dist hipertens pre-exist proteinuria superp";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;4
"O13   Hipertensao gestacional s/proteinuria signif";-;-;4;-;2;-;2;-;-;2;-;1;-;-;-;2;-;-;2;2;-;-;2;-;-;-;-;19
"O14   Hipertensao gestacional c/proteinuria signif";1;1;3;1;4;1;-;9;6;4;2;3;3;4;1;10;15;-;11;16;5;1;5;4;2;5;1;118
"O15   Eclampsia";1;1;6;2;20;1;5;18;7;10;4;1;7;3;-;13;6;4;6;29;6;-;2;1;2;5;-;160
"O16   Hipertensao materna NE";-;2;-;-;2;-;-;4;-;1;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;3;-;16
"O20   Hemorragia do inicio da gravidez";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O21   Vomitos excessivos na gravidez";-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"O22   Complic venosas na gravidez";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;1;1;-;-;-;-;-;-;-;6
"O23   Infecc do trato geniturinario na gravidez";-;-;-;-;4;-;-;-;-;-;2;2;2;1;-;-;1;1;3;4;2;2;-;-;1;8;-;33
"O24   Diabetes mellitus na gravidez";-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;1;1;2;-;2;1;-;-;-;-;-;-;11
"O26   Assist materna outr complic lig predom grav";-;-;1;-;-;-;-;2;-;3;-;-;2;-;-;-;5;-;-;4;-;1;-;3;-;-;-;21
"O29   Complic anestesia admin durante gravidez";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"O30   Gestacao mult";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"O31   Complic especificas de gestacao mult";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O33   Assist prest mae desprop conhecida suspeita";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O34   Assist prest mae anor conh susp org pelv mat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"O36   Assist prest mae outr probl fet conhec susp";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O41   Outr transt membranas e liquido amniotico";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;2;-;-;-;1;-;-;7
"O42   Ruptura prematura de membranas";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;5
"O43   Transt da placenta";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;2;-;7
"O44   Placenta previa";1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3;-;1;6;2;-;-;-;1;1;-;17
"O45   Descolamento prematuro da placenta";-;1;2;-;7;1;-;2;1;1;1;1;1;1;-;5;8;1;4;5;1;-;-;-;-;1;1;45
"O46   Hemorragia anteparto NCOP";-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;2;-;1;1;-;-;2;-;-;1;-;10
"O60   Trabalho de parto pre-termo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"O61   Falha na inducao do trabalho de parto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"O62   Anormalidades da contracao uterina";-;-;2;-;6;-;-;1;2;2;-;-;1;2;-;4;4;-;2;4;3;-;1;-;1;3;-;38
"O64   Obstr trab parto dev ma-posic ma-apres feto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"O65   Obstr trab parto dev anorm pelvica da mae";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"O67   Trab parto parto compl hemorr intrapart NCOP";1;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;2;-;1;1;-;1;-;-;-;1;-;11
"O68   Trab parto e parto complic sofrimento fetal";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"O70   Laceracao do perineo durante o parto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"O71   Outr traum obstetricos";1;-;1;-;-;-;-;1;1;1;-;-;2;1;-;1;1;-;4;2;2;-;-;-;-;-;-;18
"O72   Hemorragia pos-parto";1;-;4;-;11;-;1;5;1;1;1;1;5;3;2;7;9;1;8;17;7;5;6;1;3;1;-;101
"O73   Retencao placenta e membranas s/hemorragias";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3
"O74   Complic anestesia durante trab parto e parto";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;1;-;6
"O75   Outr complic do trab parto e do parto NCOP";-;-;4;-;-;-;-;4;5;3;1;2;3;1;1;4;1;1;2;4;-;-;1;1;1;3;-;42
"O85   Infecc puerperal";-;-;1;2;4;-;-;2;6;1;1;-;2;-;-;2;2;1;7;6;-;-;-;-;2;1;1;41
"O86   Outr infecc puerperais";-;-;2;-;1;1;-;2;-;3;-;2;2;2;1;1;2;1;2;3;-;-;-;-;2;1;-;28
"O87   Complic venosas no puerperio";-;-;1;-;1;-;-;1;1;1;3;-;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;12
"O88   Embolia orig obstetrica";1;1;2;-;5;-;-;1;1;-;2;3;5;1;3;6;7;-;9;15;3;2;4;-;-;3;-;74
"O89   Complic da anestesia admin durante puerperio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"O90   Complic do puerperio NCOP";-;-;2;-;4;1;-;2;1;4;-;1;5;-;-;2;5;2;3;13;-;1;3;-;2;3;-;54
"O91   Infecc mamarias assoc ao parto";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"O94   Seqüelas complic gravidez parto e puerpério";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"O95   Morte obstetrica de causa NE";2;-;3;1;3;-;3;-;-;-;-;-;2;-;-;4;4;-;8;11;14;2;2;1;2;-;-;62
"O96   Morte qq caus obst mais 42d menos 1a parto";1;-;7;-;9;-;-;-;6;33;2;9;11;-;-;7;2;4;30;9;4;2;8;3;8;5;-;160
"O97   Morte p/sequelas causas obstetricas diretas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;1;-;-;-;-;5
"O98   Doen inf paras mat COP compl grav part puerp";-;-;2;-;5;-;1;-;-;5;-;-;1;1;-;1;5;-;5;10;5;-;-;-;-;2;2;45
"O99   Outr doenc mat COP compl grav parto puerp";3;-;14;-;21;-;3;11;5;24;8;12;11;6;3;24;17;11;45;96;11;8;13;6;13;16;4;385
"P00   Fet rec-nasc afet afec mat n obr rel grav at";29;5;91;9;91;33;18;85;76;66;60;38;157;29;63;111;164;38;214;459;186;48;74;20;36;86;81;2367
"P01   Fet rec-nasc afet complic maternas gravidez";8;3;48;1;43;10;19;47;45;62;12;17;129;13;29;97;118;33;85;337;123;44;79;11;29;68;36;1546
"P02   Fet rec-nasc afet compl plac cord umb membr";11;6;27;3;67;13;13;76;35;41;24;21;81;32;27;85;112;30;118;238;104;45;81;20;25;65;38;1438
"P03   Fet rec-nasc afet out compl trab parto parto";1;3;20;-;20;-;4;15;12;13;9;8;13;5;14;41;37;5;25;187;23;16;10;3;2;18;5;509
"P04   Fet rec-nasc infl af noc trans plac leit mat";2;-;3;-;4;3;1;-;2;1;-;1;4;-;-;7;3;1;4;25;5;2;6;1;2;4;-;81
"P05   Crescimento fetal retard e desnutric fetal";2;6;5;1;5;1;1;10;1;6;1;2;7;-;1;7;17;2;12;43;15;1;8;-;1;5;3;163
"P07   Transt rel gest curt dur peso baix nasc NCOP";9;8;28;4;150;15;2;123;30;109;36;39;86;14;24;219;112;16;75;233;27;48;64;19;34;24;4;1552
"P08   Transt relac gest prolong peso elevado nasc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"P10   Laceracao intracran hemorrag dev traum parto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;4
"P11   Outr traum de parto do sist nervoso central";-;-;1;-;1;-;-;1;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;7
"P13   Lesoes do esqueleto dev traum de parto";-;-;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;6
"P14   Lesoes ao nascer do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"P15   Outr traum de parto";-;-;3;-;3;-;1;-;1;4;-;-;2;2;-;3;4;1;-;5;1;3;-;1;1;3;-;38
"P20   Hipoxia intra-uterina";1;1;15;-;42;1;-;33;14;17;11;22;31;7;5;59;65;3;69;53;12;10;17;9;6;13;2;518
"P21   Asfixia ao nascer";10;3;14;4;63;8;3;44;9;91;10;13;37;17;36;73;54;21;67;183;29;24;91;11;13;16;3;947
"P22   Desconforto respirat do recem-nascido";10;11;118;17;137;9;15;107;31;89;31;77;65;65;12;204;233;38;200;337;85;54;93;25;38;79;6;2186
"P23   Pneumonia congen";2;-;12;3;33;1;1;6;3;12;4;18;9;10;10;13;18;5;12;57;2;7;7;-;10;10;2;267
"P24   Sindr de aspiracao neonatal";8;12;48;3;86;5;4;51;22;27;7;9;32;14;8;82;64;18;54;86;22;17;32;9;22;33;7;782
"P25   Enfisema interst afecc corr orig per perinat";-;1;2;2;5;-;1;2;1;4;2;3;2;-;1;14;20;-;9;37;8;10;3;-;3;6;-;136
"P26   Hemorragia pulmonar orig periodo perinatal";2;2;3;1;39;2;2;15;7;17;8;8;8;10;2;41;30;4;25;97;21;13;19;9;10;26;2;423
"P27   Doenc respirat cron orig periodo perinatal";2;2;1;1;9;2;-;4;-;18;1;3;18;1;2;17;21;5;15;53;10;13;17;3;2;3;1;224
"P28   Outr afeccoes respirat orig per perinatal";9;12;19;4;47;1;3;43;16;30;8;15;23;13;7;132;81;7;27;166;23;13;21;10;12;28;4;774
"P29   Transt cardiovasc orig periodo perinatal";2;3;21;4;49;3;4;40;6;30;9;9;9;6;6;65;56;3;34;111;22;21;16;12;19;33;4;597
"P35   Doenc virais congen";-;-;-;-;3;-;-;3;-;1;-;-;2;2;-;2;3;3;6;8;1;-;1;-;-;1;1;37
"P36   Septicemia bacter do recem-nascido";34;25;54;14;170;22;19;148;43;127;65;89;103;88;34;227;241;36;229;555;66;77;113;42;64;84;9;2778
"P37   Outr doenc infecc e parasit congen";-;-;-;-;1;2;-;1;1;-;-;2;-;-;5;2;3;3;5;23;2;-;5;-;3;2;1;61
"P38   Onfalite recem-nasc c/ou s/hemorragia leve";-;1;1;-;1;-;-;4;1;-;-;1;-;-;-;3;2;-;1;1;1;-;-;1;-;-;-;18
"P39   Outr infecc especificas do periodo perinatal";1;-;10;-;23;1;2;16;7;42;3;9;18;12;9;42;9;3;15;39;8;5;7;5;9;21;1;317
"P50   Perda sanguinea fetal";-;-;-;1;1;-;-;-;1;-;-;-;-;1;-;1;2;-;2;3;2;1;1;-;-;-;-;16
"P51   Hemorragia umbilical do recem-nascido";-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;2;1;-;10
"P52   Hemorragia intracran nao-traum feto rec-nasc";-;-;3;1;3;-;-;2;-;1;1;1;1;1;-;5;4;1;3;22;6;5;5;2;2;3;-;72
"P53   Doenc hemorragica do feto e do recem-nascido";-;-;-;-;3;-;-;1;-;2;2;-;2;-;-;3;3;-;-;8;1;2;2;3;2;4;-;38
"P54   Outr hemorragias neonatais";-;-;3;-;4;1;-;2;1;5;2;-;1;2;-;4;7;-;5;3;-;1;1;-;4;-;-;46
"P55   Doenc hemolitica do feto e do recem-nascido";1;-;3;-;4;-;-;-;2;1;1;2;-;1;-;6;-;-;3;3;1;1;3;-;1;1;-;34
"P56   Hidropsia fetal dev doenc hemolitica";1;-;-;-;1;-;-;3;1;1;2;1;-;-;-;3;1;2;3;3;3;4;1;-;1;-;1;32
"P57   Kernicterus";-;1;4;-;5;2;-;2;1;-;-;-;1;-;-;1;-;1;1;2;-;-;-;-;-;-;-;21
"P58   Ictericia neonatal dev outr hemolises excess";-;-;3;1;6;1;-;3;1;2;-;1;-;1;-;2;2;-;-;1;-;1;-;-;-;-;-;25
"P59   Ictericia neonatal dev outr causas e as NE";-;1;5;-;15;-;-;7;3;-;-;-;2;-;-;3;3;-;-;1;-;-;-;-;-;1;-;41
"P60   Coagulacao intravasc dissem feto rec-nasc";1;-;3;-;6;2;1;7;2;3;-;3;-;2;1;6;2;1;6;31;1;2;2;-;1;2;2;87
"P61   Outr transt hematologicos perinatais";1;-;2;-;5;-;1;4;2;2;1;2;3;-;1;6;5;1;8;18;-;-;2;2;2;4;-;72
"P70   Trans transit metab carboid esp fet rec-nasc";1;-;3;3;2;1;-;4;2;-;1;1;6;1;2;6;7;6;4;10;7;5;3;1;3;-;1;80
"P72   Outr transt endocrinos transit period neonat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;3
"P74   Outr dist eletrolit metab transit per neonat";-;6;3;-;3;-;1;2;2;2;-;6;4;-;2;4;6;-;3;2;1;1;-;-;-;-;-;48
"P76   Outr obstrucoes intestinais do recem-nascido";-;2;3;-;2;1;1;-;-;2;2;-;-;1;-;6;3;-;1;9;1;-;1;1;-;-;-;36
"P77   Enterocolite necrotizante do feto e rec-nasc";11;3;10;5;32;2;2;33;6;29;8;8;38;16;15;46;86;18;63;175;28;19;44;11;11;19;1;739
"P78   Outr transt ap digestivo periodo perinatal";-;-;3;1;6;-;-;1;2;-;3;1;9;-;4;7;11;2;2;34;5;5;9;2;1;1;-;109
"P80   Hipotermia do recem-nascido";1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;3;1;-;-;4;1;-;-;-;-;1;-;14
"P81   Outr disturbios regulacao termica rec-nasc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;3
"P83   Outr afecc compr tegum espec feto rec-nasc";1;-;2;-;6;1;-;3;2;4;2;2;9;4;2;10;8;-;17;32;6;2;6;-;5;6;-;130
"P90   Convulsoes do recem-nascido";1;1;1;1;2;-;-;3;1;1;1;-;1;-;1;1;4;-;1;4;-;-;1;1;-;1;-;27
"P91   Outr disturbios funcao cerebral rec-nasc";-;-;1;-;-;1;-;2;1;2;1;-;3;2;1;4;8;1;1;9;3;3;2;1;1;2;-;49
"P92   Problemas de alimentacao do recem-nascido";-;-;-;-;3;-;1;1;-;1;-;2;-;1;-;2;4;-;-;2;-;1;-;-;1;-;-;19
"P93   Reacoes e intox dev drog admin feto rec-nasc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"P94   Transt do tonus muscular do recem-nascido";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;-;1;-;-;1;-;-;-;1;-;8
"P96   Outr afeccoes originadas periodo perinatal";4;4;45;3;37;5;4;28;13;45;10;11;17;8;17;124;136;1;48;148;19;9;15;17;18;29;-;815
"Q00   Anencefalia e malformacoes similares";8;4;15;3;23;4;6;20;10;30;11;10;27;11;13;26;35;8;29;65;22;11;19;14;11;20;1;456
"Q01   Encefalocele";-;-;2;-;3;2;-;2;5;4;1;2;6;2;4;4;14;3;6;20;3;2;1;2;6;-;-;94
"Q02   Microcefalia";1;2;6;2;11;1;3;6;7;13;3;5;10;5;3;20;19;3;16;33;17;9;12;1;2;16;1;227
"Q03   Hidrocefalia congen";3;6;27;5;17;5;5;16;9;15;7;11;19;6;2;24;22;6;15;53;13;11;7;6;9;18;10;347
"Q04   Outr malformacoes congen do cerebro";3;2;18;7;25;3;13;10;7;19;1;7;28;9;5;27;42;5;19;57;28;9;13;9;11;18;8;403
"Q05   Espinha bifida";1;-;7;-;4;-;4;1;4;7;4;2;7;2;1;9;8;2;10;30;9;2;5;4;-;4;3;130
"Q06   Outr malformacoes congen da medula espinhal";-;-;1;-;-;-;-;1;-;1;1;2;-;1;-;2;9;-;2;6;1;2;1;1;-;-;1;32
"Q07   Outr malformacoes congen do sist nervoso";2;1;-;-;2;2;-;4;2;6;2;4;3;-;1;13;13;-;9;15;3;4;4;1;3;3;1;98
"Q18   Outr malformacoes congen da face e pescoco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"Q20   Malform congen camaras e comunicacoes card";4;3;14;-;12;1;7;9;6;16;4;3;7;4;6;19;34;5;21;70;20;12;16;8;9;16;5;331
"Q21   Malformacoes congen dos septos cardiacos";5;4;22;2;43;6;8;23;18;58;9;19;24;14;5;53;59;16;29;184;29;17;57;8;15;38;11;776
"Q22   Malform congen valvas pulmonar tricuspide";1;1;6;-;10;-;3;3;2;11;-;4;7;2;1;18;10;2;16;67;9;6;16;3;6;6;5;215
