Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"N07   Nefropatia hereditaria NCOP";-;2;-;-;4;-;-;5;-;2;1;1;-;2;-;10;2;1;-;4;2;1;2;2;-;1;-;42
"N10   Nefrite tubulo-intersticial aguda";1;-;1;-;1;-;3;7;-;11;8;3;17;6;1;10;46;17;17;114;19;11;54;4;-;19;25;395
"N11   Nefrite tubulo-intersticial cronica";5;1;4;1;21;2;3;19;3;24;11;19;12;7;4;19;64;13;11;120;34;22;44;7;10;12;7;499
"N12   Nefrite tubulo-intersticial NE aguda cronica";4;1;7;-;7;7;4;9;7;9;15;8;47;3;7;31;200;18;130;419;70;27;54;27;15;57;11;1194
"N13   Uropatia obstrutiva e p/refluxo";1;1;3;-;3;-;-;1;2;14;2;3;12;3;3;10;15;2;15;32;3;5;5;3;2;5;2;147
"N14   Afec tubul tubulo-interst ind drog met pesad";-;-;-;-;3;-;-;-;-;-;-;-;1;-;1;3;3;-;1;4;-;-;1;-;-;-;-;17
"N15   Outr doenc renais tubulo-intersticiais";1;1;1;-;1;-;-;3;-;2;2;1;5;2;-;10;16;1;19;32;2;3;11;1;1;4;2;121
"N17   Insuf renal aguda";70;24;66;2;288;16;17;221;90;258;60;129;173;50;36;373;577;46;614;1089;235;124;290;60;140;187;26;5261
"N18   Insuf renal cronica";71;25;112;16;297;20;50;219;131;309;80;174;229;71;45;567;800;133;735;1714;435;238;716;132;159;216;69;7763
"N19   Insuf renal NE";23;8;34;2;69;9;6;56;18;57;37;44;50;28;5;216;365;20;366;515;129;51;159;27;45;89;13;2441
"N20   Calculose do rim e do ureter";5;1;5;-;19;-;1;6;4;14;14;3;33;3;9;22;46;12;56;129;30;15;29;8;7;26;9;506
"N21   Calculose do trato urinario infer";-;-;1;-;1;-;-;-;-;1;-;1;1;-;1;1;5;-;4;6;2;1;2;-;-;2;-;29
"N23   Colica nefretica NE";-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;6
"N25   Transt result funcao renal tubular alterada";-;-;1;-;-;-;1;-;-;1;1;-;-;2;-;1;3;-;-;1;1;1;1;2;-;-;-;16
"N26   Rim contraido NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2;1;4;-;3;-;-;-;-;-;13
"N27   Hipoplasia renal de causa desconhecida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;3
"N28   Outr transt do rim e do ureter NCOP";4;-;3;-;6;-;-;12;7;11;6;46;35;3;2;27;45;1;37;188;19;5;11;6;3;9;1;487
"N30   Cistite";1;-;4;-;10;-;4;5;1;27;20;12;28;11;2;19;38;6;13;116;19;24;46;2;1;22;2;433
"N31   Disfuncoes neuromusculares da bexiga NCOP";1;-;-;-;3;-;-;-;-;4;3;1;6;2;2;8;13;-;11;32;9;3;6;2;3;-;1;110
"N32   Outr transt da bexiga";1;-;-;-;4;-;-;1;3;5;-;2;3;-;1;6;18;1;15;31;5;2;6;7;3;5;1;120
"N34   Uretrite e sindr uretral";-;-;-;-;3;-;-;1;-;1;-;1;3;1;-;4;4;1;4;9;-;1;-;-;-;3;-;36
"N35   Estenose da uretra";-;-;-;-;-;1;-;3;1;1;-;2;3;1;-;2;7;-;8;14;3;1;3;1;-;3;-;54
"N36   Outr transt da uretra";-;1;-;-;-;-;-;1;1;-;2;1;2;2;1;2;5;-;2;4;1;3;-;-;1;1;1;31
"N39   Outr transt do trato urinario";53;15;118;22;248;10;66;148;127;442;240;399;1017;157;176;778;2338;454;3260;6601;966;640;1185;303;205;468;103;20539
"N40   Hiperplasia da prostata";9;4;30;4;41;3;12;20;21;54;27;22;75;19;23;98;70;30;87;234;81;39;68;18;9;33;10;1141
"N41   Doenc inflam da prostata";-;1;2;-;8;-;-;6;1;8;1;3;-;-;1;3;6;-;5;14;6;2;-;-;2;3;1;73
"N42   Outr afeccoes da prostata";-;-;-;-;14;1;1;4;3;8;1;4;7;5;4;19;8;1;10;10;7;2;2;5;1;3;-;120
"N43   Hidrocele e espermatocele";-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6
"N44   Torcao do testiculo";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"N45   Orquite e epididimite";-;-;1;-;-;-;-;-;-;1;1;-;-;1;-;4;3;2;5;7;-;-;-;-;-;1;-;26
"N47   Hipertrofia do prepucio fimose e parafimose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"N48   Outr transt do penis";-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;3;1;-;2;6;-;-;-;-;-;-;-;16
"N49   Transt inflam orgaos genitais masc NCOP";2;2;3;2;8;3;1;9;5;12;3;10;8;5;3;20;33;11;38;87;25;8;14;10;4;10;6;342
"N50   Outr transt dos orgaos genitais masc";-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;1;4;-;3;1;-;1;-;-;-;-;-;13
"N61   Transt inflam da mama";-;-;-;-;2;-;-;1;1;1;-;-;-;-;-;-;3;1;4;1;1;-;1;-;-;1;1;18
"N62   Hipertrofia da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;3
"N63   Nodulo mamario NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;2;-;-;-;-;-;-;6
"N64   Outr doenc da mama";-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;2;2;-;-;-;-;-;1;-;9
"N70   Salpingite e ooforite";-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;4;4;-;-;-;1;-;-;1;15
"N71   Doenc inflam do utero exceto o colo";-;-;-;-;2;-;-;1;-;-;1;1;1;-;1;-;-;-;-;4;-;-;2;1;1;1;-;16
"N72   Doenc inflam do colo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;3
"N73   Outr doenc inflam pelvicas femin";-;-;1;-;1;1;-;2;3;2;2;1;8;1;1;10;6;-;11;15;4;3;-;1;1;2;1;77
"N75   Doenc da gland de Bartholin";-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;1;-;-;2;1;-;1;-;-;-;-;-;8
"N76   Outr afeccoes inflam da vagina e da vulva";-;-;1;-;1;-;1;-;-;3;3;1;6;1;-;2;7;3;11;21;1;1;1;2;1;4;3;74
"N80   Endometriose";-;-;-;-;1;-;-;2;-;-;1;-;1;-;-;-;4;-;-;3;-;1;-;-;-;-;1;14
"N81   Prolapso genital femin";-;-;3;-;-;-;-;2;-;3;1;1;1;-;2;1;3;1;2;7;2;1;1;-;3;-;-;34
"N82   Fistulas do trato genital femin";-;-;-;-;1;-;1;2;-;-;-;1;2;1;-;1;2;-;4;11;3;3;1;3;1;-;-;37
"N83   Transt nao-infl ovario tromp Falop lig largo";-;-;1;-;3;-;1;2;-;1;1;2;4;-;-;1;3;1;3;6;2;-;2;-;-;4;1;38
"N85   Outr transt nao-inflam utero exc colo utero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;1;1;2;2;-;-;-;-;1;-;14
"N87   Displasia do colo do utero";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N92   Menstruacao excessiva frequente e irregular";-;-;-;-;1;-;-;3;2;-;-;-;1;6;-;4;4;-;14;7;1;-;-;-;-;1;-;44
"N94   Dor outr afecc ass org genit fem cicl menstr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"N98   Complic assoc a fecundacao artificial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"O00   Gravidez ectopica";1;-;2;1;2;-;-;2;-;1;1;1;3;1;-;3;3;-;5;7;-;2;2;-;1;1;1;40
"O01   Mola hidatiforme";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;-;5
"O02   Outr produtos anormais da concepcao";-;-;2;1;1;-;-;2;2;-;-;1;-;-;-;-;1;-;4;2;-;-;-;-;-;1;-;17
"O03   Aborto espontaneo";-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;1;-;1;2;3;1;-;-;-;-;1;1;14
"O04   Aborto p/razoes medicas e legais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;3
"O05   Outr tipos de aborto";-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;6
"O06   Aborto NE";1;-;2;2;3;1;-;-;-;-;-;-;-;2;1;6;1;2;3;6;-;1;-;1;-;-;1;33
"O07   Falha de tentativa de aborto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O08   Complic conseq aborto gravidez ectop molar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"O10   Hipertens pre-exist complic grav parto puerp";-;-;-;-;3;-;-;1;-;-;1;3;-;2;1;4;4;-;1;-;-;-;1;-;-;1;-;22
"O11   Dist hipertens pre-exist proteinuria superp";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"O12   Edema e proteinuria gestac s/hipertensao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"O13   Hipertensao gestacional s/proteinuria signif";-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;2;-;1;3;-;-;-;1;-;1;-;-;11
"O14   Hipertensao gestacional c/proteinuria signif";-;-;4;-;2;-;1;7;5;17;1;3;7;2;2;15;14;4;19;12;9;2;5;4;5;6;-;146
"O15   Eclampsia";1;-;6;2;17;2;4;15;6;8;1;3;13;3;2;13;6;1;8;20;6;2;2;-;6;2;-;149
"O16   Hipertensao materna NE";-;-;1;-;1;-;-;1;1;1;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;9
"O20   Hemorragia do inicio da gravidez";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O21   Vomitos excessivos na gravidez";-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"O22   Complic venosas na gravidez";-;-;1;-;-;-;-;-;-;2;1;-;2;1;-;1;-;1;-;3;-;-;-;-;-;1;-;13
"O23   Infecc do trato geniturinario na gravidez";-;-;1;-;-;-;-;-;-;1;-;1;1;1;3;-;-;-;2;5;-;2;1;-;-;3;1;22
"O24   Diabetes mellitus na gravidez";-;-;1;-;-;-;1;-;1;-;1;-;-;-;1;1;-;-;1;4;-;-;2;-;-;-;-;13
"O26   Assist materna outr complic lig predom grav";-;-;-;-;-;-;-;1;-;-;1;-;3;1;2;4;6;-;-;6;2;-;1;-;1;1;-;29
"O29   Complic anestesia admin durante gravidez";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O30   Gestacao mult";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O34   Assist prest mae anor conh susp org pelv mat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"O36   Assist prest mae outr probl fet conhec susp";-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"O41   Outr transt membranas e liquido amniotico";-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;1;1;-;-;-;1;1;-;-;-;2;-;10
"O43   Transt da placenta";-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;2;1;-;1;-;-;-;-;-;-;1;-;9
"O44   Placenta previa";-;-;1;-;1;-;-;1;-;1;-;-;1;-;-;1;1;-;2;1;1;-;-;-;-;1;-;12
"O45   Descolamento prematuro da placenta";2;-;2;-;4;1;-;7;2;4;1;-;1;-;-;4;6;-;3;5;-;-;1;-;3;1;-;47
"O46   Hemorragia anteparto NCOP";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;2;1;-;-;-;-;-;-;-;7
"O60   Trabalho de parto pre-termo";-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"O62   Anormalidades da contracao uterina";-;-;-;-;6;-;-;8;-;3;2;-;4;1;2;4;1;-;4;5;1;2;2;-;-;2;-;47
"O63   Trabalho de parto prolongado";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O65   Obstr trab parto dev anorm pelvica da mae";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O66   Outr form de obstrucao do trabalho de parto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"O67   Trab parto parto compl hemorr intrapart NCOP";-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3;1;1;-;-;-;2;-;10
"O68   Trab parto e parto complic sofrimento fetal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O71   Outr traum obstetricos";1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;3;1;-;-;-;-;1;-;12
"O72   Hemorragia pos-parto";1;1;7;-;9;2;-;8;2;5;2;2;3;1;1;3;17;2;5;14;5;2;5;1;6;8;2;114
"O73   Retencao placenta e membranas s/hemorragias";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"O74   Complic anestesia durante trab parto e parto";-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;3;-;-;2;-;-;-;-;-;3;-;12
"O75   Outr complic do trab parto e do parto NCOP";-;1;1;4;3;-;-;4;-;-;-;-;2;-;-;4;4;-;3;7;-;2;1;-;-;1;-;37
"O85   Infecc puerperal";-;-;1;2;2;1;-;3;2;-;2;1;5;2;1;1;1;4;3;6;1;-;1;1;-;2;-;42
"O86   Outr infecc puerperais";-;-;3;-;2;1;-;2;-;3;-;-;3;-;-;3;2;2;2;5;3;-;1;-;1;1;-;34
"O87   Complic venosas no puerperio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;-;-;-;-;-;-;-;5
"O88   Embolia orig obstetrica";-;1;2;-;1;-;-;-;2;4;1;4;4;1;-;5;10;-;3;12;2;1;1;-;2;4;1;61
"O89   Complic da anestesia admin durante puerperio";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;4
"O90   Complic do puerperio NCOP";1;1;1;-;-;-;-;3;-;4;-;-;2;-;1;2;-;-;3;15;2;1;4;1;1;2;-;44
"O91   Infecc mamarias assoc ao parto";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"O95   Morte obstetrica de causa NE";3;-;5;-;11;-;1;-;1;2;1;3;3;-;3;6;3;-;5;20;6;2;2;1;-;3;-;81
"O96   Morte qq caus obst mais 42d menos 1a parto";1;-;1;-;23;-;-;-;7;13;-;2;8;-;2;3;9;6;43;20;7;6;12;-;5;5;-;173
"O97   Morte p/sequelas causas obstetricas diretas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;3;1;-;-;1;-;-;1;1;9
"O98   Doen inf paras mat COP compl grav part puerp";4;1;24;8;39;4;4;17;7;32;8;16;17;14;5;27;20;12;73;74;17;4;10;3;14;17;5;476
"O99   Outr doenc mat COP compl grav parto puerp";3;-;7;-;15;1;5;5;4;26;8;14;10;3;4;30;15;7;27;82;17;6;11;4;8;15;9;336
"P00   Fet rec-nasc afet afec mat n obr rel grav at";44;6;75;11;75;32;16;83;37;42;55;28;167;13;35;110;154;42;187;384;179;41;95;20;24;57;73;2085
"P01   Fet rec-nasc afet complic maternas gravidez";9;4;29;6;43;8;24;32;32;52;25;14;102;17;30;59;128;22;91;310;120;41;77;14;16;54;36;1395
"P02   Fet rec-nasc afet compl plac cord umb membr";19;5;33;7;50;14;10;64;34;44;22;27;74;15;36;87;113;29;96;221;88;52;62;13;13;60;60;1348
"P03   Fet rec-nasc afet out compl trab parto parto";2;-;13;1;15;1;3;20;7;17;4;7;24;4;9;64;45;10;27;197;35;7;11;4;7;31;1;566
"P04   Fet rec-nasc infl af noc trans plac leit mat";1;-;-;-;2;3;-;-;1;2;-;-;1;1;1;7;3;4;-;17;6;-;10;-;1;2;1;63
"P05   Crescimento fetal retard e desnutric fetal";-;1;1;1;7;-;-;7;3;5;1;1;5;3;-;18;23;2;16;56;8;3;3;2;2;4;2;174
"P07   Transt rel gest curt dur peso baix nasc NCOP";13;5;25;7;145;8;6;111;26;109;26;29;88;6;24;212;116;16;82;160;41;55;42;27;12;25;4;1420
"P10   Laceracao intracran hemorrag dev traum parto";1;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;8
"P11   Outr traum de parto do sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;4
"P12   Lesao do couro cabeludo dev traum de parto";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P13   Lesoes do esqueleto dev traum de parto";-;-;-;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P14   Lesoes ao nascer do sist nervoso periferico";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;3
"P15   Outr traum de parto";-;-;1;1;3;-;-;-;2;4;-;-;-;-;-;3;2;-;-;1;1;2;-;1;1;-;-;22
"P20   Hipoxia intra-uterina";6;4;16;3;48;4;1;46;15;34;6;28;34;14;3;43;48;4;76;43;4;9;6;3;14;17;3;532
"P21   Asfixia ao nascer";9;4;15;15;60;8;4;46;11;79;13;17;33;28;19;88;44;27;79;144;19;32;55;5;13;17;5;889
"P22   Desconforto respirat do recem-nascido";7;12;89;22;167;18;14;87;25;109;18;45;63;67;26;180;204;36;171;307;53;52;74;25;50;70;7;1998
"P23   Pneumonia congen";1;-;31;2;44;4;1;5;4;13;1;18;5;10;21;14;12;5;11;27;1;2;2;9;5;2;1;251
"P24   Sindr de aspiracao neonatal";7;14;46;6;83;3;9;51;22;19;4;18;34;15;10;97;62;8;60;71;27;22;22;7;21;20;10;768
"P25   Enfisema interst afecc corr orig per perinat";1;2;2;3;7;1;1;2;2;12;2;11;-;2;1;12;10;2;9;35;2;8;4;3;3;11;-;148
"P26   Hemorragia pulmonar orig periodo perinatal";3;1;1;2;32;-;1;9;2;16;7;10;23;5;4;56;26;4;27;84;12;22;11;9;7;21;1;396
"P27   Doenc respirat cron orig periodo perinatal";-;-;1;1;6;1;-;6;1;15;4;3;8;1;4;8;13;3;9;28;5;5;7;3;-;2;1;135
"P28   Outr afeccoes respirat orig per perinatal";4;3;14;3;45;2;2;34;15;28;11;7;18;12;2;121;55;4;24;82;12;16;21;13;13;23;3;587
"P29   Transt cardiovasc orig periodo perinatal";3;2;15;3;47;4;1;25;8;17;12;10;10;5;10;75;61;4;46;83;18;26;19;17;11;17;-;549
"P35   Doenc virais congen";-;-;-;1;2;-;-;1;1;3;-;-;1;-;-;1;3;1;2;8;3;-;3;3;-;-;-;33
"P36   Septicemia bacter do recem-nascido";36;35;60;12;168;26;24;144;41;127;50;90;93;88;27;179;246;37;220;484;48;65;95;29;54;100;9;2587
"P37   Outr doenc infecc e parasit congen";-;-;3;-;3;-;3;1;-;2;-;2;1;-;4;1;6;1;7;21;4;1;2;-;-;2;-;64
"P38   Onfalite recem-nasc c/ou s/hemorragia leve";-;-;1;-;3;1;-;4;-;1;-;-;1;1;-;-;1;-;1;5;4;-;1;-;1;-;-;25
"P39   Outr infecc especificas do periodo perinatal";4;-;2;1;22;5;4;13;3;25;4;12;11;9;4;38;1;1;13;26;1;3;2;8;26;14;1;253
"P50   Perda sanguinea fetal";1;-;-;-;3;-;-;1;1;1;-;-;-;1;-;1;3;1;2;4;-;-;2;1;-;-;-;22
"P51   Hemorragia umbilical do recem-nascido";-;-;2;-;-;-;-;2;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;7
"P52   Hemorragia intracran nao-traum feto rec-nasc";-;-;1;-;1;1;1;-;2;6;1;4;5;1;-;8;7;-;4;23;5;3;7;1;2;3;1;87
"P53   Doenc hemorragica do feto e do recem-nascido";-;-;-;-;2;-;-;2;2;4;3;-;2;2;-;2;4;-;2;6;1;-;1;3;-;1;-;37
"P54   Outr hemorragias neonatais";-;-;5;-;5;-;-;6;-;1;-;-;1;1;1;5;2;1;2;7;1;2;1;1;1;-;-;43
"P55   Doenc hemolitica do feto e do recem-nascido";1;-;1;-;1;-;-;4;2;1;2;-;3;-;2;5;4;2;3;5;4;4;1;1;-;1;1;48
"P56   Hidropsia fetal dev doenc hemolitica";1;-;1;1;1;-;1;1;3;3;1;5;-;1;-;5;2;-;1;7;2;1;1;2;-;1;-;41
"P57   Kernicterus";-;-;4;-;13;-;-;4;1;-;-;-;-;-;-;6;1;-;-;2;-;-;-;1;-;-;-;32
"P58   Ictericia neonatal dev outr hemolises excess";1;-;3;1;3;1;-;2;1;1;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;1;-;18
"P59   Ictericia neonatal dev outr causas e as NE";-;-;2;1;10;-;-;4;-;-;4;-;1;1;-;11;-;-;-;1;1;-;-;-;-;-;-;36
"P60   Coagulacao intravasc dissem feto rec-nasc";2;1;2;2;3;1;-;5;2;2;1;-;2;3;1;2;4;-;5;24;2;3;3;1;2;4;-;77
"P61   Outr transt hematologicos perinatais";-;-;3;-;1;-;-;3;1;4;5;1;5;1;1;6;6;-;13;17;1;-;-;-;1;2;2;73
"P70   Trans transit metab carboid esp fet rec-nasc";1;1;2;1;3;1;1;3;1;2;1;2;8;2;2;6;5;2;6;13;4;1;3;-;-;1;-;72
"P74   Outr dist eletrolit metab transit per neonat";1;18;1;-;2;-;1;2;-;6;-;-;3;-;-;6;4;1;-;7;4;-;-;-;1;-;-;57
"P76   Outr obstrucoes intestinais do recem-nascido";-;-;2;-;4;1;-;5;5;4;1;1;1;2;2;10;6;1;1;7;2;1;-;-;1;-;-;57
"P77   Enterocolite necrotizante do feto e rec-nasc";9;-;13;5;36;1;6;38;10;27;12;10;32;10;10;50;70;18;71;156;27;21;50;14;10;24;2;732
"P78   Outr transt ap digestivo periodo perinatal";1;-;2;-;1;-;-;2;4;2;3;2;10;-;1;8;16;4;4;25;2;2;2;-;4;1;-;96
"P80   Hipotermia do recem-nascido";-;-;-;-;-;-;-;-;1;2;-;2;2;1;-;2;-;1;-;-;-;1;1;-;1;2;-;16
"P81   Outr disturbios regulacao termica rec-nasc";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"P83   Outr afecc compr tegum espec feto rec-nasc";1;-;2;-;11;1;1;3;4;4;2;-;5;1;3;10;11;1;11;37;4;3;4;2;3;5;1;130
"P90   Convulsoes do recem-nascido";-;-;1;-;1;-;-;3;-;1;1;-;-;1;-;3;3;-;2;3;-;-;-;-;-;1;-;20
"P91   Outr disturbios funcao cerebral rec-nasc";3;-;-;-;3;-;2;5;-;1;1;2;2;2;-;7;8;1;2;15;2;3;-;-;-;-;-;59
"P92   Problemas de alimentacao do recem-nascido";-;1;-;1;1;-;-;4;-;1;-;-;-;1;-;3;1;-;-;-;1;1;2;1;-;1;-;19
"P94   Transt do tonus muscular do recem-nascido";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;4;1;-;-;-;-;-;-;9
"P95   Morte fetal de causa NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P96   Outr afeccoes originadas periodo perinatal";4;6;30;8;25;6;3;20;10;23;11;17;22;10;13;91;84;7;48;104;23;16;17;14;26;28;4;670
"Q00   Anencefalia e malformacoes similares";7;4;15;-;19;6;3;23;6;34;12;7;15;12;6;25;27;6;26;51;17;6;7;8;11;15;4;372
"Q01   Encefalocele";-;-;2;-;1;-;-;3;-;4;1;6;4;2;1;9;7;1;6;11;5;3;-;-;2;1;1;70
"Q02   Microcefalia";2;-;4;-;10;-;1;3;5;5;2;2;16;4;1;11;6;4;9;24;7;7;5;4;1;9;1;143
"Q03   Hidrocefalia congen";4;-;25;1;19;4;3;12;10;6;2;5;26;2;3;18;15;6;14;53;16;9;12;5;6;13;2;291
"Q04   Outr malformacoes congen do cerebro";2;5;13;2;12;4;8;7;8;9;9;6;30;7;2;21;28;5;18;60;25;14;21;3;5;13;9;346
"Q05   Espinha bifida";-;-;3;-;2;1;2;-;2;5;1;1;5;-;1;7;5;3;8;20;10;3;9;-;4;3;3;98
"Q06   Outr malformacoes congen da medula espinhal";-;1;-;-;-;-;-;-;-;-;2;1;2;-;-;2;3;-;2;5;2;1;1;-;-;1;-;23
"Q07   Outr malformacoes congen do sist nervoso";1;-;2;-;5;-;-;1;4;11;2;2;4;-;-;7;9;5;7;12;5;4;4;-;1;3;4;93
"Q17   Outr malformacoes congen da orelha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"Q18   Outr malformacoes congen da face e pescoco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;5
"Q20   Malform congen camaras e comunicacoes card";2;3;9;1;10;-;4;6;4;12;9;4;4;6;5;17;34;6;33;56;18;7;19;6;3;20;6;304
"Q21   Malformacoes congen dos septos cardiacos";7;1;22;-;26;5;5;19;11;24;12;6;20;8;10;45;53;39;29;107;28;21;36;7;14;22;11;588
"Q22   Malform congen valvas pulmonar tricuspide";3;1;9;2;8;-;3;6;1;7;2;2;4;3;2;19;14;2;16;61;14;7;10;4;3;16;5;224
"Q23   Malformacoes congen valvas aortica e mitral";1;1;9;-;8;1;3;6;2;17;2;11;16;1;2;14;25;4;15;88;20;19;24;3;6;10;7;315
"Q24   Outr malformacoes congen do coracao";24;17;56;13;79;9;12;86;41;56;28;45;80;39;21;124;164;15;125;246;70;45;43;30;35;60;16;1579
"Q25   Malformacoes congen das grandes arterias";7;-;8;3;12;1;1;11;6;11;8;10;20;6;9;42;37;7;30;93;27;16;24;5;3;15;5;417
"Q26   Malformacoes congen das grandes veias";-;-;4;-;3;-;-;1;-;1;1;3;1;-;-;1;2;-;3;5;-;3;4;1;-;2;3;38
"Q27   Outr malformacoes congen sist vasc perif";1;1;3;-;3;-;-;-;-;1;1;3;1;-;1;1;8;-;6;11;1;1;-;-;1;-;2;46
"Q28   Outr malform congen aparelho circulatorio";-;-;2;1;3;-;-;6;1;5;3;1;-;2;-;5;7;3;3;10;2;1;1;-;1;2;2;61
"Q30   Malformacao congen do nariz";-;-;-;-;1;-;-;2;1;1;1;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;1;10
"Q31   Malformacoes congen da laringe";-;-;-;-;1;-;-;-;-;2;-;-;3;-;-;2;2;-;3;2;1;-;-;-;-;1;-;17
