Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
W02   Queda env patins rodas gelo esqui pranch rod;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
W04   Queda enquanto carreg apoiado p/outr pessoas;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;2;-;-;-;-;1;-;8
W05   Queda envolv uma cadeira de rodas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2
W06   Queda de um leito;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;1;2;2;-;1;2;-;-;-;-;1;-;13
W07   Queda de uma cadeira;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
W08   Queda de outr tipo de mobilia;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;5
W09   Queda envolv equipamento de playground;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
W10   Queda em ou de escadas ou degraus;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;6
W11   Queda em ou de escadas de mao;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W12   Queda em ou de um andaime;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
W13   Queda de ou p/fora edificios outr estruturas;-;-;-;-;2;-;-;-;1;1;-;1;3;-;-;3;5;3;3;11;1;2;1;1;1;1;-;40
W14   Queda de arvore;1;-;1;-;4;2;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;12
W15   Queda de penhasco;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;-;5
W16   Merg pulo agua caus out traum n afog submers;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
W17   Outr quedas de um nivel a outr;-;1;2;1;1;-;2;2;-;-;-;-;-;-;-;1;3;1;12;10;-;-;4;2;-;2;-;44
W18   Outr quedas no mesmo nivel;-;-;2;-;3;-;-;3;-;2;-;4;1;-;1;1;3;2;4;3;1;-;1;1;-;2;-;34
W19   Queda s/especificacao;-;-;2;1;7;2;-;4;-;1;1;1;3;2;-;4;3;1;-;7;2;2;6;-;2;-;-;51
W20   Impacto caus objeto lanc projetado em queda;1;1;5;1;6;1;1;-;-;-;-;1;3;1;1;4;5;2;1;8;4;5;2;1;4;1;-;59
W21   Impacto acid ativo passivo caus equip esport;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W22   Impacto acid ativo passivo caus outr objetos;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;-;1;1;-;-;-;2;1;-;9
W23   Apert colhid comprim esmag dentro objetos;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;2;-;1;3;1;1;1;1;-;15
W27   Contato c/ferramentas manuais s/motor;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W29   Contat out utens manuais ap domest equip mot;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
W30   Contato c/maquinaria agricola;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;3
W31   Contato c/outr maquinas e c/as NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
W32   Projetil de revolver;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;4
W33   Rifle espingarda armas fogo de maior tamanho;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
W34   Projeteis de outr armas de fogo e das NE;-;-;1;-;6;-;-;-;-;-;1;2;1;-;-;3;2;-;-;2;1;-;-;1;-;1;1;22
W36   Explosao ou ruptura de cilindro de gas;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
W37   Explosao ruptura pneumat tubulac mang press;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
W39   Queima de fogos de artificio;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
W40   Explosao de outr materiais;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;1;-;-;2;1;-;-;-;-;-;-;8
W44   Penetr corpo estranho olho orificio natural;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
W45   Penetracao corpo objeto estranho pele;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
W49   Exposicao outr forcas mecan inanimadas e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
W51   Colis entre duas pessoas;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
W52   Esmag empurr pisot multidao deband massa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
W54   Mordedura ou golpe provocado p/cao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;-;1;1;-;8
W55   Mordedura golpe provoc outr animais mamif;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;4;-;-;1;-;-;1;-;-;2;-;10
W56   Contato c/animais marinhos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
W64   Exposicao outr forcas mecan animadas e as NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2
W65   Afogamento submersao durante banho banheira;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;2;-;-;-;-;-;-;-;5
W66   Afogamento submersao consec queda banheira;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;5
W67   Afogamento e submersao em piscina;1;-;-;-;1;-;2;-;1;4;-;-;2;2;2;6;3;1;2;30;4;4;3;3;5;4;6;86
W68   Afogamento submersao conseq queda piscina;-;-;1;2;1;-;-;-;-;1;-;-;-;-;-;2;1;-;3;10;2;3;2;-;1;1;2;32
W69   Afogamento e submersao em aguas naturais;2;-;35;7;28;8;10;25;15;36;4;8;19;16;2;44;29;3;8;48;37;12;26;12;24;20;5;483
W70   Afogamento submersao conseq queda aguas nat;2;2;27;-;6;-;1;5;2;1;-;2;-;-;-;1;4;-;-;3;1;2;-;1;2;3;-;65
W73   Outr afogamentos e submersao espec;2;-;3;1;-;-;1;1;3;1;2;-;19;3;1;7;2;1;1;1;3;-;1;2;1;4;-;60
W74   Afogamento e submersao NE;11;7;13;11;65;11;12;32;8;15;9;13;13;4;-;39;57;22;47;48;17;15;26;9;8;24;2;538
W75   Sufocacao e estrangulamento acid na cama;-;-;1;-;2;-;1;1;-;1;-;-;-;-;1;1;1;2;2;6;5;2;4;2;6;1;3;42
W76   Outr enforcamento e estrangulamento acid;-;-;-;-;2;-;-;1;-;1;-;-;1;-;1;2;-;1;1;2;1;1;1;1;-;3;1;20
W77   Risco resp dev desmor queda terra outr subst;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;1;1;-;-;-;-;-;1;-;-;7
W78   Inalacao do conteudo gastrico;6;3;13;4;17;-;2;12;2;8;-;9;43;-;2;12;15;8;52;57;27;7;26;12;13;9;6;365
W79   Inalacao ingest aliment caus obstr trat resp;3;1;6;2;14;2;4;10;3;6;3;3;9;7;2;9;11;7;25;43;11;5;9;4;3;6;2;210
W80   Inalac ingest outr obj caus obstr trat resp;1;1;2;1;4;-;1;3;-;4;-;-;3;1;2;1;2;-;-;7;3;1;3;-;2;1;-;43
W81   Confinado aprision ambiente pobre oxigenio;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
W83   Outr riscos espec a respiracao;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;4
W84   Riscos NE a respiracao;-;-;1;1;1;-;2;1;-;7;1;3;3;6;5;13;5;15;92;66;-;1;6;2;4;2;-;237
W85   Exposicao linhas transm de corrente eletrica;-;-;1;-;1;-;-;1;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;1;-;8
W86   Exposicao a outr corrente eletrica espec;-;-;-;-;3;-;-;1;1;-;-;-;2;-;-;1;1;-;-;1;-;-;1;1;-;1;-;13
W87   Exposicao a corrente eletrica NE;2;4;4;-;12;-;2;32;3;14;2;9;21;13;-;15;4;-;4;6;3;3;9;3;2;7;1;175
W99   Exposicao outr fatores ambient artif e NE;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X00   Expos fogo n-contr edificio outr tipo constr;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;5;-;-;4;-;-;-;-;13
X02   Exposicao fogo contr edif outr tipo constr;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;3
X04   Exposicao combustao subst muito inflamavel;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;2;1;-;1;1;-;-;10
X08   Exposicao outr tipo espec fumaca fogo chamas;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;5
X09   Exposicao a tipo NE de fumaca fogo chamas;-;-;3;1;5;-;-;2;3;1;1;1;2;2;2;4;3;1;10;12;5;4;5;1;1;2;-;71
X10   Contato bebid alim gord oleo cozinha quentes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
X12   Contato c/outr liquidos quentes;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;3;-;1;-;-;1;-;-;10
X17   Contato motores maquinas ferramentas quentes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
X19   Contato outr fontes calor subst quentes NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
X20   Contato c/serpentes e lagartos venenosos;1;-;3;2;1;2;3;1;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;3;-;-;20
X21   Contato c/aranhas venenosas;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X22   Contato c/escorpioes;-;-;1;-;3;-;-;-;-;-;1;-;1;1;-;2;13;2;-;5;2;-;-;-;-;1;1;33
X23   Contato c/abelhas vespas e vespoes;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X27   Contato c/outr animais venenosos espec;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X28   Contato c/outr plantas venenosas espec;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X29   Contato animais ou plantas venenosos s/espec;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4
X33   Vitima de raio;-;-;2;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7
X36   Vitima avalanc desab terra out mov sup terr;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;1;-;-;2;1;1;-;-;1;-;-;10
X37   Vitima de tempestade cataclismica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
X40   Envenen acid analg antipir anti-reum n-opiac;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
X41   Env ac anticon sed hipn antipark psicot NCOP;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
X42   Envenen acid narcot psicodislepticos NCOP;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;4;5;1;1;-;-;-;-;-;18
X44   Envenen acid outr drog medic subst biolog NE;-;-;4;-;-;-;-;-;-;-;-;1;-;-;-;2;2;1;1;-;-;-;-;-;-;-;-;11
X46   Envenen acid solv org hidrocarb halog vapor;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;3;-;-;-;-;-;-;-;-;8
X47   Intox acid outr gases e vapores;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3
X48   Envenen acid p/e exposicao a pesticidas;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
X49   Envenen acid outr subst quim nocivas e as NE;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;6;3;-;-;-;-;-;-;-;13
X50   Excesso exerc movim vigorosos ou repetitivos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
X58   Exposicao a outr fatores espec;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
X59   Exposicao a fatores NE;-;-;-;-;4;-;-;5;-;1;-;-;2;-;-;6;14;4;47;15;-;1;2;-;1;1;-;103
X60   Auto-int int analg antipir anti-reum n-opiac;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;4
X61   Auto-int int a-conv sed hip a-park psic NCOP;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;7;-;3;3;2;2;1;1;-;-;1;24
X62   Auto-intox intenc narcot psicodislept NCOP;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;-;1;-;-;1;1;-;-;-;7
X63   Auto-int int outr subst farm sist nerv auton;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
X64   Auto-int intenc out drog med subst biolog NE;-;-;-;1;-;-;-;1;-;3;-;2;2;5;-;1;1;2;4;9;4;-;1;2;1;1;1;41
X65   Auto-intox voluntaria p/alcool;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
X67   Auto-intox intenc p/outr gases e vapores;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;1;5
X68   Auto-intox intenc a pesticidas;1;-;-;-;-;-;2;-;-;-;-;1;6;1;1;2;1;-;3;4;-;-;1;-;1;1;-;25
X69   Auto-int intenc outr prod quim subst noc NE;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;2;1;-;2;3;-;-;1;1;-;-;-;13
X70   Lesao autoprov intenc enforc estrang sufoc;21;6;74;16;64;10;14;40;24;61;13;12;37;5;7;43;85;11;27;118;79;29;65;35;23;54;9;982
X71   Lesao autoprov intenc p/afogamento submersao;-;-;1;-;-;-;-;2;-;-;-;-;1;-;-;-;2;-;-;-;2;2;-;-;2;-;-;12
X72   Lesao autoprov intenc disp arma fogo de mao;-;1;1;1;-;1;-;1;-;-;-;-;1;-;-;-;1;-;-;7;2;1;4;-;2;1;-;24
X73   Les autoprov int disp arm fog maior calibre;-;-;-;-;1;-;-;1;-;1;-;-;-;-;1;-;-;-;-;1;1;1;-;-;1;-;-;8
X74   Lesao autopr intenc disp outr arma fogo e NE;-;1;1;1;1;-;-;4;-;1;-;-;2;1;1;3;6;-;4;5;3;2;8;1;-;3;2;50
X76   Lesao autoprov intenc fumaca fogo e chamas;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;1;1;-;1;1;-;7
X77   Lesao autopr int vapor agua gas  obj quent;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
X78   Lesao autoprov intenc obj cortante  penetr;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;1;-;-;1;-;-;7
X79   Lesao autoprov intenc p/objeto contundente;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
X80   Lesao autoprov intenc precip lugar elevado;-;-;-;-;2;-;-;1;-;4;-;3;4;-;-;1;5;2;9;10;3;1;3;-;1;3;7;59
X82   Lesao autoprov intenc impacto veic a motor;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;5
X83   Lesao autoprov intenc p/outr meios espec;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
X84   Lesao autoprov intenc p/meios NE;-;-;-;-;1;-;-;-;-;1;3;-;-;-;-;1;2;-;5;2;1;-;1;-;-;1;-;18
X91   Agressao enforc estrangulamento sufocacao;2;1;5;-;5;-;1;-;-;4;-;3;2;3;-;6;3;1;8;9;4;6;7;-;3;2;-;75
X92   Agressao p/meio de afogamento e submersao;-;-;1;-;1;-;-;1;1;-;1;-;-;-;-;1;1;-;1;-;-;1;-;1;-;-;-;10
X93   Agressao disparo de arma de fogo de mao;4;3;2;1;77;2;3;55;3;30;10;5;-;1;-;64;36;50;19;38;22;11;30;28;24;4;2;524
X94   Agressao disparo arma fogo de maior calibre;-;-;2;-;2;-;-;1;-;2;1;-;2;-;-;2;1;1;5;1;-;-;1;-;1;2;-;24
X95   Agressao disparo outr arma de fogo ou NE;23;28;201;7;160;77;28;154;71;479;99;112;442;144;68;842;179;138;435;130;133;37;147;12;61;143;27;4377
X96   Agressao p/meio de material explosivo;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
X97   Agressao p/meio de fumaca fogo e chamas;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;4;-;-;-;-;2;8;-;1;2;-;20
X98   Agressao vapor agua gases ou objetos quentes;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;3
X99   Agressao objeto cortante ou penetrante;8;4;42;11;55;12;12;39;8;29;9;5;26;21;5;47;43;12;17;28;28;10;8;13;14;31;13;550
Y00   Agressao p/meio de um objeto contundente;2;1;8;5;5;3;2;12;3;18;4;3;13;14;4;31;13;4;1;15;5;1;3;8;6;6;2;192
Y01   Agressao p/meio projecao de um lugar elevado;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
Y03   Agressao p/meio de impacto veic a motor;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
Y04   Agressao p/meio de forca corporal;1;1;2;-;4;-;-;2;1;2;-;4;8;1;2;4;8;2;8;4;1;2;2;-;2;3;-;64
Y05   Agressao sexual p/meio de forca fisica;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;4
Y06   Negligencia e abandono;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;1;-;-;-;-;-;1;-;6
Y07   Outr sindr de maus tratos;-;-;1;-;-;-;-;-;1;1;-;-;1;1;-;1;5;1;1;1;-;-;-;-;1;-;1;16
Y08   Agressao p/outr meios espec;-;-;-;-;1;-;-;-;-;3;-;-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;-;9
Y09   Agressao p/meios NE;-;-;4;11;4;-;2;2;-;-;1;1;4;5;-;21;8;1;64;5;2;2;3;3;1;2;-;146
Y10   Env analg antipir antireum n-opiac int n det;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
Y11   Env antic sed hipn antip psic NCOP int n det;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;-;6
Y12   Envenen narcot psicodislept NCOP int n det;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;1;-;1;1;-;-;1;-;8
Y14   Env out drog med subst biolog e NE int n det;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;5
Y15   Envenen alcool intencao nao determinada;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
Y17   Envenen outr gases vapores intenc n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
Y18   Envenen pesticidas intencao nao determinada;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
Y19   Env out prod quim subst noc e NE int n det;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;4;-;-;1;3;-;-;-;-;-;1;-;11
Y20   Enforc estrang sufoc intenc nao determinada;1;-;2;5;8;-;1;3;2;3;4;-;2;4;-;7;6;1;2;41;3;3;1;4;4;1;-;108
Y21   Afogamento submersao intenc nao determinada;-;-;2;-;5;-;-;2;-;7;-;3;6;-;3;7;8;-;1;12;3;1;1;-;1;2;-;64
Y22   Disparo de pistola intencao nao determinada;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;4
Y23   Disparo arma fogo maior calibre intenc n det;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Y24   Disparo outr arma fogo e NE intenc nao det;-;-;1;-;2;-;-;1;1;10;5;-;-;1;-;11;3;-;2;65;6;-;-;-;-;2;-;110
Y26   Exposicao fumaca fogo chamas intenc n det;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;9;4;-;1;4;3;-;-;-;-;-;-;24
Y28   Contato obj cortante penetrante intenc n det;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;2;-;1;9;2;-;-;-;-;-;-;19
Y29   Contato obj contundente intenc n det;-;-;-;-;3;3;1;3;-;3;7;-;3;9;-;7;13;1;-;61;1;1;-;2;8;-;2;128
Y30   Queda salto empurr lugar elev intenc n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;-;-;-;1;-;-;6
Y31   Queda perman corrida obj mov intenc n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
Y32   Impacto veic a motor intenc nao determinada;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2
Y33   Outr fatos ou eventos espec intenc n det;-;-;1;-;-;-;-;-;-;1;-;-;2;-;6;-;1;-;-;2;-;1;1;-;-;-;-;15
Y34   Fatos ou eventos NE e intenc nao determinada;4;-;3;4;5;2;1;5;6;17;3;-;34;-;2;15;72;5;24;55;18;4;9;8;4;3;1;304
Y35   Intervencao legal;-;-;-;-;13;16;2;-;-;2;-;-;-;17;-;183;2;1;137;24;40;5;2;2;2;49;1;498
Y44   Subst farm atuam prim s/constit sangue;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Y47   Sedativos hipnoticos e tranquilizantes;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Y48   Anestesicos e gases terapeuticos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
Y57   Outr drogas e medicamentos e as NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;3
Y58   Vacinas bacter;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Y59   Outr vacinas e subst biologicas e as NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
Y69   Acid NE durante prest cuidado medic cirurg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
Y83   Reac anorm compl tard interv cirurg s/acid;-;-;-;-;-;-;-;13;-;5;-;2;-;7;2;-;2;1;7;13;2;1;1;-;1;1;-;58
Y84   Reac anorm compl tard out proc med s/acid;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;4
Y85   Sequelas de acid transp;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;1;-;7
Y86   Sequelas de outr acid;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2
Y87   Seq lesao autopr inten agress fato int indet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;-;4
Y88   Sequelas cuid med cirurg consid causa ext;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
Y89   Sequelas de outr causas externas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Total;566;522;2184;496;3549;563;565;2656;1196;2822;928;1233;3208;1226;797;5285;4559;1222;4566;9345;2745;1496;2296;871;1341;1926;863;59026
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
