Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
V57   Ocup caminhonete traum colis obj fixo parado;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;1;-;-;-;-;1;-;-;6
V58   Ocup caminhonete traum acid transp s/colis;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;-;4;-;-;-;-;-;-;8
V59   Ocup caminhonete traum outr acid transp NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;5
V63   Ocup veic tr pesado traum col auto caminhon;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;3
V64   Ocup v tr pes tr col outr veic tr pes onib;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;5;-;-;1;-;1;-;-;2;-;14
V67   Ocup veic tr pesado traum col obj fixo parad;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;5
V68   Ocup veic tr pesado traum ac transp s/colis;-;1;-;-;-;-;-;-;2;2;-;-;-;1;-;-;2;-;2;2;1;-;3;-;-;4;-;20
V69   Ocup veic tr pesado traum outr ac transp NE;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5
V73   Ocup onibus traum colis automovel caminhonet;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;4
V74   Ocup onibus traum colis veic transp pes onib;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
V77   Ocup onibus traum colis objeto fixo parado;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
V78   Ocup onibus traum acid transp s/colis;1;-;-;-;-;-;-;-;2;1;-;-;-;3;-;2;5;-;-;1;2;-;1;-;-;-;-;18
V80   Pess mont anim oc veic anim traum ac transp;1;1;-;-;2;-;1;4;1;1;-;-;5;2;3;1;4;1;1;4;1;-;4;1;2;3;2;45
V81   Ocup trem veic ferroviario traum acid transp;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
V84   Ocup veic esp mot uso agric traum acid trans;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;3;-;-;2;2;2;2;-;-;-;-;13
V86   Ocup veic outr uso n-via pub traum ac transp;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
V87   Acid trans tipo espec desconh mod transp vit;-;-;-;-;3;-;-;4;2;13;-;1;2;1;-;-;4;-;2;-;2;-;1;-;2;6;-;43
V88   Ac n-trans tipo espec desconh mod transp vit;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3
V89   Acid veic mot n-mot tipos de veic NE;6;9;5;-;30;1;11;34;5;15;12;31;7;-;-;74;38;14;54;78;19;4;14;2;23;20;5;511
V90   Acid embarcacao caus afogamento submersao;-;1;3;-;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
V91   Acid embarcacao causando outr tipo de traum;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
V92   Afog submers rel transp agua s/acid embarc;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
V93   Acid bord emb s/ac bem n caus afog submers;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
V95   Acid de aeronave mot causando traum ao ocup;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
V98   Outr acid transp espec;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;4
V99   Acid transp NE;-;-;-;-;9;-;-;-;1;38;5;-;-;-;-;6;11;-;-;4;-;-;-;-;2;-;-;76
W01   Queda mesmo nivel escorr tropec passo falso;-;1;-;-;3;-;-;1;-;-;1;-;-;1;-;-;1;-;-;1;-;-;-;-;1;-;1;11
W02   Queda env patins rodas gelo esqui pranch rod;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2
W03   Outr qued mesmo niv colis empurrao outr pess;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
W04   Queda enquanto carreg apoiado p/outr pessoas;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;2;-;-;2;-;-;-;-;-;-;-;-;7
W05   Queda envolv uma cadeira de rodas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
W06   Queda de um leito;-;-;1;-;2;-;1;1;-;-;-;-;3;1;-;-;1;1;3;6;2;-;1;-;-;1;-;24
W07   Queda de uma cadeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;3
W08   Queda de outr tipo de mobilia;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;-;-;-;-;2;9
W09   Queda envolv equipamento de playground;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;3
W10   Queda em ou de escadas ou degraus;-;-;1;-;2;-;-;-;-;1;1;-;1;-;-;1;1;-;3;5;-;-;-;-;1;1;-;18
W13   Queda de ou p/fora edificios outr estruturas;-;-;1;-;1;-;-;1;-;-;-;-;-;1;-;7;5;2;6;11;2;3;4;-;1;-;2;47
W14   Queda de arvore;-;-;2;-;6;-;-;1;-;-;-;2;-;-;-;1;-;2;-;1;-;-;-;-;-;-;-;15
W15   Queda de penhasco;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W16   Merg pulo agua caus out traum n afog submers;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;4
W17   Outr quedas de um nivel a outr;-;1;1;-;3;-;-;2;1;1;-;1;1;-;1;2;4;-;5;5;2;-;-;1;-;2;-;33
W18   Outr quedas no mesmo nivel;-;-;1;-;-;-;-;1;3;-;-;1;1;2;-;6;4;1;5;3;1;-;-;1;2;1;-;33
W19   Queda s/especificacao;2;1;2;-;12;2;-;4;-;3;1;1;-;2;-;1;4;2;4;13;2;2;3;-;-;-;-;61
W20   Impacto caus objeto lanc projetado em queda;1;1;7;2;5;-;2;2;-;2;-;-;4;-;4;1;9;1;5;7;5;2;6;2;3;3;-;74
W21   Impacto acid ativo passivo caus equip esport;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;-;7
W22   Impacto acid ativo passivo caus outr objetos;1;-;-;1;1;-;-;2;2;-;-;-;-;-;-;5;2;-;-;-;1;-;-;-;-;-;-;15
W23   Apert colhid comprim esmag dentro objetos;1;-;1;1;2;-;-;1;-;1;-;-;-;-;-;-;-;1;-;2;3;-;-;1;-;1;-;15
W24   Contato elevadores instr de transm NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
W25   Contato c/vidro cortante;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
W26   Contato c/faca espada e punhal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;1;-;4
W27   Contato c/ferramentas manuais s/motor;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W29   Contat out utens manuais ap domest equip mot;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W30   Contato c/maquinaria agricola;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;2;1;1;-;-;-;-;8
W31   Contato c/outr maquinas e c/as NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;-;1;-;-;5
W32   Projetil de revolver;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;3;1;-;-;-;7
W33   Rifle espingarda armas fogo de maior tamanho;1;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;7
W34   Projeteis de outr armas de fogo e das NE;3;1;6;2;6;1;-;13;4;1;1;-;-;1;-;5;10;-;1;10;4;1;4;-;-;-;-;74
W36   Explosao ou ruptura de cilindro de gas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
W37   Explosao ruptura pneumat tubulac mang press;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W39   Queima de fogos de artificio;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
W40   Explosao de outr materiais;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;3
W45   Penetracao corpo objeto estranho pele;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;4
W49   Exposicao outr forcas mecan inanimadas e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
W50   Golpe panc pontape mord escor infl outr pess;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
W51   Colis entre duas pessoas;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3
W54   Mordedura ou golpe provocado p/cao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;3;-;-;-;-;-;-;-;7
W55   Mordedura golpe provoc outr animais mamif;-;-;-;-;2;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;7
W64   Exposicao outr forcas mecan animadas e as NE;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
W65   Afogamento submersao durante banho banheira;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
W66   Afogamento submersao consec queda banheira;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
W67   Afogamento e submersao em piscina;-;-;-;-;-;-;-;1;2;5;-;2;5;-;4;-;5;1;3;9;2;8;6;4;7;2;5;71
W68   Afogamento submersao conseq queda piscina;-;-;-;-;2;-;-;3;-;1;-;-;-;1;-;10;1;-;1;6;-;1;1;-;1;-;1;29
W69   Afogamento e submersao em aguas naturais;7;3;33;14;76;2;8;50;21;33;10;7;27;40;7;78;52;13;25;62;24;29;42;11;19;26;5;724
W70   Afogamento submersao conseq queda aguas nat;1;2;21;1;13;1;-;6;1;2;-;-;-;-;1;5;1;-;-;2;2;3;2;-;1;5;-;70
W73   Outr afogamentos e submersao espec;2;1;3;-;3;-;-;1;1;2;1;3;16;1;6;10;1;-;2;4;2;1;1;6;4;10;-;81
W74   Afogamento e submersao NE;17;3;26;3;56;25;2;21;5;30;9;7;25;2;1;60;60;8;41;69;16;13;23;-;9;21;3;555
W75   Sufocacao e estrangulamento acid na cama;-;-;1;-;1;-;2;2;1;1;-;-;-;-;-;1;2;1;3;7;3;2;5;2;-;3;-;37
W76   Outr enforcamento e estrangulamento acid;-;-;2;-;2;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;12
W77   Risco resp dev desmor queda terra outr subst;-;-;5;-;-;-;-;-;-;1;-;-;2;5;-;-;-;-;-;1;-;1;-;-;-;-;-;15
W78   Inalacao do conteudo gastrico;-;-;6;1;7;1;3;6;-;8;2;12;32;-;1;5;10;9;36;40;52;11;19;5;8;8;4;286
W79   Inalacao ingest aliment caus obstr trat resp;2;-;6;5;7;1;-;9;1;4;3;3;8;1;-;7;12;5;17;46;5;-;20;13;3;3;-;181
W80   Inalac ingest outr obj caus obstr trat resp;1;1;2;-;-;1;-;1;1;-;1;-;1;-;-;3;1;-;1;7;1;1;1;1;-;3;1;29
W81   Confinado aprision ambiente pobre oxigenio;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W83   Outr riscos espec a respiracao;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;6
W84   Riscos NE a respiracao;-;3;2;1;3;-;-;1;2;1;4;4;2;3;6;15;8;8;87;87;3;2;5;3;1;-;-;251
W85   Exposicao linhas transm de corrente eletrica;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;1;-;7
W86   Exposicao a outr corrente eletrica espec;-;-;-;-;1;-;-;1;-;-;-;2;2;-;-;-;-;-;1;-;-;-;-;-;1;-;-;8
W87   Exposicao a corrente eletrica NE;2;2;5;1;15;3;5;35;4;18;4;8;20;11;3;13;7;3;3;17;3;5;11;1;2;13;3;217
W89   Expos fontes lumin artif visiv luz ultraviol;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
X00   Expos fogo n-contr edificio outr tipo constr;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;6;-;-;1;1;13
X02   Exposicao fogo contr edif outr tipo constr;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
X04   Exposicao combustao subst muito inflamavel;-;-;-;-;1;-;-;-;-;-;-;-;5;-;-;-;-;-;1;1;1;-;-;1;-;1;-;11
X06   Exposicao combustao outr tipo roupa acessor;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X08   Exposicao outr tipo espec fumaca fogo chamas;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;1;-;1;-;1;-;-;-;7
X09   Exposicao a tipo NE de fumaca fogo chamas;-;-;5;2;2;3;-;1;-;-;2;-;-;4;-;8;4;1;6;12;3;5;1;2;1;6;1;69
X10   Contato bebid alim gord oleo cozinha quentes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
X12   Contato c/outr liquidos quentes;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;5
X13   Contato c/vapor dagua e c/vapores quentes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
X17   Contato motores maquinas ferramentas quentes;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X20   Contato c/serpentes e lagartos venenosos;-;-;-;4;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;9
X21   Contato c/aranhas venenosas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
X22   Contato c/escorpioes;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;5;12;2;-;8;1;-;-;-;-;1;-;32
X23   Contato c/abelhas vespas e vespoes;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
X25   Contato c/outr artropodes venenosos;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X27   Contato c/outr animais venenosos espec;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X28   Contato c/outr plantas venenosas espec;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X29   Contato animais ou plantas venenosos s/espec;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
X33   Vitima de raio;-;-;2;-;3;-;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;12
X36   Vitima avalanc desab terra out mov sup terr;-;-;5;1;-;-;-;5;-;-;-;-;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;15
X40   Envenen acid analg antipir anti-reum n-opiac;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
X41   Env ac anticon sed hipn antipark psicot NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2
X42   Envenen acid narcot psicodislepticos NCOP;-;-;31;-;1;-;-;-;-;1;-;-;-;-;-;1;5;-;30;2;1;3;1;-;-;1;2;79
X44   Envenen acid outr drog medic subst biolog NE;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;5;-;1;-;-;-;-;-;11
X45   Envenen acid p/e exposicao ao alcool;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;4
X46   Envenen acid solv org hidrocarb halog vapor;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;3;-;-;-;-;-;-;-;14
X47   Intox acid outr gases e vapores;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;3
X48   Envenen acid p/e exposicao a pesticidas;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;1;-;1;-;8
X49   Envenen acid outr subst quim nocivas e as NE;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;11;2;-;1;-;-;-;-;-;20
X58   Exposicao a outr fatores espec;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;4
X59   Exposicao a fatores NE;-;-;1;-;3;-;-;6;-;2;-;-;5;-;-;11;8;1;65;41;1;-;4;1;1;2;-;152
X60   Auto-int int analg antipir anti-reum n-opiac;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
X61   Auto-int int a-conv sed hip a-park psic NCOP;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;2;-;1;2;1;2;1;1;-;-;1;14
X62   Auto-intox intenc narcot psicodislept NCOP;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;8
X63   Auto-int int outr subst farm sist nerv auton;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
X64   Auto-int intenc out drog med subst biolog NE;-;-;-;-;-;-;-;1;1;5;-;-;1;-;-;2;3;1;1;3;-;1;3;1;-;1;1;25
X65   Auto-intox voluntaria p/alcool;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
X67   Auto-intox intenc p/outr gases e vapores;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;3
X68   Auto-intox intenc a pesticidas;-;-;-;-;5;-;-;-;-;1;2;2;4;-;4;10;2;1;-;2;2;1;1;-;-;-;-;37
X69   Auto-int intenc outr prod quim subst noc NE;-;-;5;1;-;-;1;-;1;1;-;1;1;-;-;3;1;-;-;2;-;-;2;-;-;-;-;19
X70   Lesao autoprov intenc enforc estrang sufoc;10;6;47;10;42;6;12;37;27;44;10;15;33;7;5;27;69;7;30;105;46;35;56;40;17;33;14;790
X71   Lesao autoprov intenc p/afogamento submersao;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;2;2;-;-;-;-;10
X72   Lesao autoprov intenc disp arma fogo de mao;1;-;-;1;-;-;-;-;1;1;-;1;1;-;-;-;3;-;1;1;-;2;2;-;1;2;-;18
X73   Les autoprov int disp arm fog maior calibre;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
X74   Lesao autopr intenc disp outr arma fogo e NE;-;1;-;-;-;-;1;1;1;-;-;1;2;-;2;3;1;-;-;9;6;1;9;4;1;-;1;44
X76   Lesao autoprov intenc fumaca fogo e chamas;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;2;1;-;-;-;-;-;-;6
X78   Lesao autoprov intenc obj cortante  penetr;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;4
X79   Lesao autoprov intenc p/objeto contundente;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;8
X80   Lesao autoprov intenc precip lugar elevado;-;1;1;-;1;-;-;-;1;3;1;1;-;-;-;1;3;-;-;12;2;1;2;2;-;2;2;36
X81   Lesao autoprov intenc precip perm obj movim;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
X82   Lesao autoprov intenc impacto veic a motor;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;1;5
X84   Lesao autoprov intenc p/meios NE;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;1;2;1;7;3;1;1;-;-;-;2;-;21
X86   Agressao p/meio de subst corrosivas;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
X88   Agressao p/meio de gases e vapores;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
X89   Agressao outr prod quim subst nocivas espec;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
X90   Agressao prod quimicos e subst nocivas NE;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;-;-;-;-;1;-;-;-;-;5
X91   Agressao enforc estrangulamento sufocacao;5;4;7;2;10;2;-;6;2;8;2;-;7;4;-;8;9;2;13;15;8;9;6;3;2;3;3;140
X92   Agressao p/meio de afogamento e submersao;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;3;-;-;3;-;-;2;-;-;1;-;13
X93   Agressao disparo de arma de fogo de mao;9;3;2;3;88;2;5;31;2;54;11;12;51;-;-;24;78;55;29;76;51;13;90;3;17;4;-;713
X94   Agressao disparo arma fogo de maior calibre;1;1;1;-;2;-;-;5;-;4;12;-;4;-;-;3;2;-;6;-;1;-;9;-;-;2;-;53
X95   Agressao disparo outr arma de fogo ou NE;43;90;154;17;477;37;65;227;79;1003;405;191;835;372;216;1201;537;251;883;333;227;98;366;34;77;430;105;8753
X96   Agressao p/meio de material explosivo;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;4
X97   Agressao p/meio de fumaca fogo e chamas;-;-;-;-;1;-;-;-;-;5;-;5;6;-;-;3;12;1;2;2;2;1;5;1;-;2;1;49
X98   Agressao vapor agua gases ou objetos quentes;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
X99   Agressao objeto cortante ou penetrante;9;21;55;11;105;18;20;60;20;73;10;16;83;36;9;74;68;8;24;59;45;22;30;18;28;40;19;981
Y00   Agressao p/meio de um objeto contundente;5;1;8;7;19;5;2;16;4;13;8;10;26;14;2;57;24;12;9;50;14;3;8;-;5;21;1;344
Y01   Agressao p/meio projecao de um lugar elevado;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;3
Y03   Agressao p/meio de impacto veic a motor;-;-;-;-;2;-;1;-;-;4;-;-;-;1;-;-;1;-;-;3;2;-;1;-;-;-;-;15
Y04   Agressao p/meio de forca corporal;-;1;8;-;3;-;-;4;-;4;-;4;5;1;2;6;4;3;5;4;10;1;2;1;1;3;1;73
Y05   Agressao sexual p/meio de forca fisica;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;1;-;-;-;-;-;1;-;8
Y06   Negligencia e abandono;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-;-;-;1;-;-;7
Y07   Outr sindr de maus tratos;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;1;2;1;-;3;-;2;-;1;-;3;1;18
Y08   Agressao p/outr meios espec;-;-;-;1;1;-;-;-;-;4;-;-;1;2;1;-;2;-;1;-;-;-;-;5;1;-;-;19
Y09   Agressao p/meios NE;2;-;28;12;7;-;-;2;1;5;3;1;1;2;1;35;10;-;162;7;5;1;3;-;2;6;-;296
Y11   Env antic sed hipn antip psic NCOP int n det;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;1;-;-;5
Y12   Envenen narcot psicodislept NCOP int n det;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;5
Y13   Env out subst farm sist nerv auton int n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
Y14   Env out drog med subst biolog e NE int n det;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;3;-;-;-;-;-;-;-;8
Y15   Envenen alcool intencao nao determinada;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Y16   Env solv org hidrocarb halog vap int n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Y17   Envenen outr gases vapores intenc n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Y18   Envenen pesticidas intencao nao determinada;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
Y19   Env out prod quim subst noc e NE int n det;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;5;1;1;-;-;-;-;-;10
Y20   Enforc estrang sufoc intenc nao determinada;1;-;6;1;2;-;-;3;2;2;3;2;-;1;1;10;5;-;6;19;7;1;2;1;6;4;-;85
Y21   Afogamento submersao intenc nao determinada;-;1;-;-;9;2;2;4;-;2;5;5;5;-;2;7;9;2;-;20;9;-;-;1;3;-;-;88
Y22   Disparo de pistola intencao nao determinada;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Y24   Disparo outr arma fogo e NE intenc nao det;-;1;-;-;4;-;-;1;1;3;11;-;1;-;-;45;6;-;6;71;5;-;-;1;-;-;-;156
Y26   Exposicao fumaca fogo chamas intenc n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;2;-;2;-;1;2;-;12
Y28   Contato obj cortante penetrante intenc n det;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;20;6;1;-;10;-;1;1;-;-;-;-;42
Y29   Contato obj contundente intenc n det;-;-;-;-;1;-;-;-;-;5;3;-;2;-;-;14;5;1;-;30;4;1;-;-;7;-;-;73
Y30   Queda salto empurr lugar elev intenc n det;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;2;-;-;1;-;-;-;-;6
